"ORDER_LINE_ID","ORDER__ORDER_ID","PRODUCT__PRODUCT_ID","CUSTOMER__CUSTOMER_ID","ORDER_UNIT_PRICE","ORDER_UNIT_QUANTITY","WDF__CLIENT_ID","ORDER_UNIT_DISCOUNT","ORDER_UNIT_COST","DATE","ORDER_DATE","CUSTOMER_AGE"
"voPRmRBssLlZuRVKSBGFkufIhwRs8vHc","4330","61","52","414.99","1.00","merchant__clothing","0.00","229.99","2020-11-14 20:42:00.000","2020-11-14 20:42:00.000","7M+"
"s25LxW0TNYCRzdQMiwM6ycNOarJ1wkcr","3601","71","68","242.99","6.00","merchant__bigboxretailer","0.00","24.99","2021-04-04 19:50:00.000","2021-04-04 19:50:00.000","7M+"
"yjHK9cdDmwYwAFFOE1a3paFiySAiDxeA","4887","50","17","691.99","8.00","merchant__bigboxretailer","0.00","511.99","2021-04-12 12:01:00.000","2021-04-12 12:01:00.000","7M+"
"9XlDVVXd9WzvLt8jDMqNUW2jlQcZSo0t","7701","20","489","28.99","4.00","merchant__bigboxretailer","0.00","16.99","2022-10-05 13:11:00.000","2022-10-05 13:11:00.000","1-3M"
"67mIOln8pbZVtqRfcHjC2kOz1MoKBDVN","851","2","106","85.99","7.00","merchant__bigboxretailer","0.00","44.99","2022-10-14 13:09:00.000","2022-10-14 13:09:00.000","1-3M"
"nUn1mFa6GM57dunn31AmZSDtQX038z4Z","4035","59","97","761.99","3.00","merchant__bigboxretailer","76.20","509.99","2022-01-26 14:16:00.000","2022-01-26 14:16:00.000","1-3M"
"C4mK2RNjh0pDqQOItPDCQO0uDfCu8Yu2","4379","67","28","611.99","4.00","merchant__clothing","0.00","475.99","2022-02-25 13:49:00.000","2022-02-25 13:49:00.000","1-3M"
"zTOul19wBeCETow6ZI5gCiq3cIyKwLpZ","4790","32","9","56.99","5.00","merchant__bigboxretailer","0.00","29.99","2022-04-06 18:39:00.000","2022-04-06 18:39:00.000","1-3M"
"prZ1xmRweLNjTuuI708JfqCvZahbYm65","7321","88","382","682.99","5.00","merchant__clothing","0.00","503.99","2022-03-23 09:00:00.000","2022-03-23 09:00:00.000","1-3M"
"BrSnwNS0r0Ehrz6nqKxUc6LWF5sXIdHh","465","21","131","122.99","4.00","merchant__clothing","0.00","63.99","2022-02-10 10:50:00.000","2022-02-10 10:50:00.000","7M+"
"WhFs7jw9u6RR1g73PdBpwlKQv6AbhL6y","4898","86","73","139.99","1.00","merchant__clothing","0.00","30.99","2021-02-23 20:01:00.000","2021-02-23 20:01:00.000","7M+"
"I3G06KvRN6x4gafN8oth8FfYwJrAIcG7","6849","67","318","611.99","6.00","merchant__clothing","0.00","475.99","2022-09-02 00:52:00.000","2022-09-02 00:52:00.000","7M+"
"WCm4KkM3DsZa6F8qVkJdZedHoqUgkrjx","6462","49","278","353.99","7.00","merchant__clothing","0.00","212.99","2022-10-01 22:11:00.000","2022-10-01 22:11:00.000","7M+"
"7cclGtx1SPwj8GRNYvbtJvp4gbybsAKz","5544","13","199","100.99","1.00","merchant__clothing","0.00","54.99","2021-06-11 18:19:00.000","2021-06-11 18:19:00.000","7M+"
"hIgMej35hxWN4lXyZ130mRqm5vOW0mkZ","6905","29","325","62.99","8.00","merchant__bigboxretailer","0.00","32.99","2022-01-12 19:13:00.000","2022-01-12 19:13:00.000","4-6M"
"QrX5FPh9wSyeqqS6FnGlJVbtvNTxYaLO","5668","61","208","414.99","8.00","merchant__clothing","0.00","229.99","2021-02-06 13:50:00.000","2021-02-06 13:50:00.000","4-6M"
"9RYt7zKKA2gya6SJVQLrq450PXZUJNvN","4796","20","35","28.99","10.00","merchant__bigboxretailer","0.00","16.99","2022-07-18 21:23:00.000","2022-07-18 21:23:00.000","1-3M"
"30o7mrtxdchUdKtOwFRluoZcmCPYBbBh","1703","32","85","56.99","5.00","merchant__bigboxretailer","0.00","29.99","2022-10-07 22:30:00.000","2022-10-07 22:30:00.000","1-3M"
"BZGxWmEFsVU2kCK7R3B9eXEfJAWfuRSN","7327","64","383","183.99","7.00","merchant__clothing","0.00","113.99","2022-04-05 17:27:00.000","2022-04-05 17:27:00.000","4-6M"
"LmaZVIzOur0ylnVDzXBOEQHxmIKtQRP5","6500","38","282","696.99","4.00","merchant__bigboxretailer","0.00","528.99","2021-11-19 13:47:00.000","2021-11-19 13:47:00.000","7M+"
"t49NWejNV5hRSLgUmceQvKaJoAv86HBL","722","77","19","356.99","8.00","merchant__clothing","0.00","175.99","2022-07-28 13:07:00.000","2022-07-28 13:07:00.000","1-3M"
"Ha20aRE87yBg9811Di2O8KY3RcwPubG3","1099","23","8","149.99","4.00","merchant__bigboxretailer","0.00","76.99","2022-08-14 11:04:00.000","2022-08-14 11:04:00.000","1-3M"
"vz5TKS9TrfiveEZcU6UpVv8DI7IAqa1N","6593","37","291","726.99","1.00","merchant__clothing","0.00","365.99","2022-05-19 21:41:00.000","2022-05-19 21:41:00.000","7M+"
"nxuy9UHU3k2eQuPpLv8vgK7sjBzmrJM7","6493","6","281","310.99","6.00","merchant__clothing","0.00","157.99","2022-07-19 13:49:00.000","2022-07-19 13:49:00.000","7M+"
"tqk7EBvV6AFJSKRrJQdmm58ziaFQg8A5","4432","9","38","185.99","5.00","merchant__bigboxretailer","0.00","94.99","2022-01-16 15:10:00.000","2022-01-16 15:10:00.000","1-3M"
"vVbN8qYZcHplvyDSyM8wm400NELWlubX","6016","18","237","60.99","5.00","merchant__clothing","0.00","32.99","2022-09-28 10:30:00.000","2022-09-28 10:30:00.000","7M+"
"uWIvYkxsTC01ahCiQUp8W0fzeC7uQtdg","5592","56","202","561.99","9.00","merchant__bigboxretailer","0.00","302.99","2022-05-27 16:36:00.000","2022-05-27 16:36:00.000","7M+"
"nA9PovtbZVMvUbYBeRpuoczSQ85bGYLN","4139","16","76","304.99","9.00","merchant__clothing","0.00","154.99","2022-04-22 09:14:00.000","2022-04-22 09:14:00.000","1-3M"
"veGimbjXV2zdlumQ7YOHpiczmJrYOtTh","1388","48","45","465.99","10.00","merchant__clothing","0.00","365.99","2022-01-09 19:27:00.000","2022-01-09 19:27:00.000","4-6M"
"Gz0c1xO72nCFEtQ09aUg5I4ppQ5ZE63k","7160","55","358","209.99","3.00","merchant__clothing","0.00","174.99","2022-04-22 20:10:00.000","2022-04-22 20:10:00.000","4-6M"
"gijXIq7WKR1VIyQNLEAr91SG3XZzc6IO","255","83","108","456.99","5.00","merchant__bigboxretailer","0.00","413.99","2021-03-21 21:16:00.000","2021-03-21 21:16:00.000","7M+"
"2dxA7noaY27uq5mIrqyWZEBVcNyTimLG","5512","48","196","422.99","3.00","merchant__clothing","0.00","348.99","2021-08-11 20:22:00.000","2021-08-11 20:22:00.000","7M+"
"6RiCnadiFcZasL4VZUchJv5chbDTtzqt","7504","93","418","111.99","3.00","merchant__clothing","0.00","43.99","2022-03-16 16:04:00.000","2022-03-16 16:04:00.000","1-3M"
"0U9bZqrACKvSPanlL4OUWn2zIJ9RQArr","294","79","38","425.99","10.00","merchant__clothing","0.00","372.99","2021-07-09 23:00:00.000","2021-07-09 23:00:00.000","4-6M"
"av4b7Qf93keRzO7Zzx8Au5ACfjFPTqHX","4169","91","72","200.99","10.00","merchant__clothing","0.00","28.99","2022-08-02 08:56:00.000","2022-08-02 08:56:00.000","1-3M"
"fcPzEkQYKDnmi8FjFZd4NedXxfAI8bqg","963","93","5","91.99","8.00","merchant__clothing","0.00","39.08","2019-01-08 19:13:00.000","2019-01-08 19:13:00.000","7M+"
"EOwQAVLXSmdFpH6Ul4sgfpgbMAXBUuHj","5348","72","184","537.99","1.00","merchant__clothing","0.00","456.99","2022-08-21 07:03:00.000","2022-08-21 07:03:00.000","7M+"
"bkWlEgX13tsJyh1dkAvq7pLkC62BeMLc","5054","47","165","535.99","2.00","merchant__bigboxretailer","0.00","357.60","2020-07-27 20:33:00.000","2020-07-27 20:33:00.000","1-3M"
"w3PZzRDoO6rTz8E6DGoBBL4vgqL9yILL","4685","32","45","56.99","9.00","merchant__bigboxretailer","0.00","29.99","2022-10-15 21:23:00.000","2022-10-15 21:23:00.000","1-3M"
"JutJXLX1rTO4jY9nCQwxWeGZRG4fhE2F","560","37","101","660.99","1.00","merchant__clothing","0.00","348.99","2021-09-21 14:17:00.000","2021-09-21 14:17:00.000","7M+"
"JxLXcbORWKsjUTRUbFc16F3I0LDoyav5","4586","82","22","705.99","1.00","merchant__clothing","0.00","514.99","2020-12-04 20:56:00.000","2020-12-04 20:56:00.000","7M+"
"ezyd4cwHoLrGJ8vaSkUjLuijZOQFUsOY","4985","75","160","491.99","1.00","merchant__clothing","0.00","443.99","2022-01-21 20:21:00.000","2022-01-21 20:21:00.000","7M+"
"WxTx207dcPCvP6S45UoxecGSY8gXFDkG","3663","3","48","44.99","1.00","merchant__bigboxretailer","4.50","23.99","2022-02-02 09:35:00.000","2022-02-02 09:35:00.000","7M+"
"rypT0PbPZcg8vZXFyrF5XoqxqiGriGqT","7233","43","368","313.99","4.00","merchant__clothing","0.00","252.99","2022-02-23 10:23:00.000","2022-02-23 10:23:00.000","4-6M"
"T29g5jelmbASuGjevA72hQ7lmjOeXr9Y","7104","90","350","507.99","4.00","merchant__clothing","0.00","253.99","2022-08-12 19:44:00.000","2022-08-12 19:44:00.000","7M+"
"6TJABB0S6xeyMntL52WlEfSfFX0nnpqG","804","42","118","180.99","2.00","merchant__bigboxretailer","0.00","44.99","2021-06-08 10:21:00.000","2021-06-08 10:21:00.000","7M+"
"sJ1lo0jKGihoKD9ISFURHefSULUpfDTh","7655","75","465","491.99","1.00","merchant__clothing","0.00","443.99","2022-07-27 13:29:00.000","2022-07-27 13:29:00.000","1-3M"
"4TJuI9vXAIKjKBrGfUJpS1JN5saAPgdg","4391","35","29","83.99","5.00","merchant__bigboxretailer","0.00","43.99","2022-02-18 14:51:00.000","2022-02-18 14:51:00.000","1-3M"
"iAUMauGFoLgquZhr1M7kwpeYzBrQUYvA","3585","1","6","128.99","7.00","merchant__clothing","0.00","66.99","2022-10-02 18:22:00.000","2022-10-02 18:22:00.000","1-3M"
"IwBqUybDWodItuDuPFZ6bga5IlSKEDbx","4875","11","57","122.99","7.00","merchant__bigboxretailer","0.00","63.99","2022-09-18 21:34:00.000","2022-09-18 21:34:00.000","1-3M"
"9s5TzCB8GYH5NuIWGvywkMo2Wz8QDoE2","1753","69","37","114.99","5.00","merchant__clothing","0.00","100.96","2020-01-09 14:27:00.000","2020-01-09 14:27:00.000","7M+"
"DZOTvBGLqNBudVoqsNi3DtgglfJr6whc","4218","4","126","353.99","4.00","merchant__clothing","0.00","179.99","2022-04-05 22:24:00.000","2022-04-05 22:24:00.000","4-6M"
"3i9NURSQNbMaNLkpIHH4SVvzJaAUvER1","7389","77","393","356.99","2.00","merchant__bigboxretailer","0.00","175.99","2022-05-24 13:27:00.000","2022-05-24 13:27:00.000","4-6M"
"DmDqD7MW58TkwrL1mS2c0WU2TzcuAbSO","526","26","56","279.99","8.00","merchant__clothing","0.00","142.99","2022-05-06 09:13:00.000","2022-05-06 09:13:00.000","1-3M"
"H4rKOb9xLgB7s4OWFeOkXvq9W0T7cYbo","6799","89","313","549.99","3.00","merchant__bigboxretailer","0.00","492.99","2022-02-06 23:01:00.000","2022-02-06 23:01:00.000","7M+"
"JEU67dzWfm2qT0DsQtFkTh3UGcPbjqx4","5386","62","187","258.99","7.00","merchant__bigboxretailer","0.00","183.99","2022-01-11 20:21:00.000","2022-01-11 20:21:00.000","7M+"
"jrhWxi9jKNVA3yH64lAVUpzu5k2mR6PM","6716","20","305","25.99","8.00","merchant__bigboxretailer","0.00","15.99","2021-06-03 14:38:00.000","2021-06-03 14:38:00.000","1-3M"
"pRX68LhrKlGsWjByBIRtfYZtPpoxy6T3","6358","33","268","111.99","3.00","merchant__clothing","0.00","60.99","2021-10-02 09:03:00.000","2021-10-02 09:03:00.000","7M+"
"sJNIdcquL4lhIDo2JtbFRboK5DZAume3","4665","33","53","122.99","7.00","merchant__clothing","0.00","63.99","2022-08-16 07:24:00.000","2022-08-16 07:24:00.000","1-3M"
"bQjG9W5OycENGzZE4JwOQ21quOYmJE84","1662","47","11","649.99","8.00","merchant__clothing","0.00","394.99","2021-11-28 03:05:00.000","2021-11-28 03:05:00.000","1-3M"
"SRl9fkpZwZhmv7WijBtFBlqVuSMQpaOR","6183","34","252","254.99","1.00","merchant__clothing","0.00","135.99","2021-07-06 19:36:00.000","2021-07-06 19:36:00.000","4-6M"
"8uuicUPhvC0LOOOMG8bHHfr9GdJAEE9C","7077","71","346","266.99","3.00","merchant__clothing","0.00","25.99","2022-09-17 10:54:00.000","2022-09-17 10:54:00.000","7M+"
"70ng90P4YQke6sOetmB4f2E212csCWex","7129","33","354","122.99","10.00","merchant__clothing","0.00","63.99","2022-03-23 10:06:00.000","2022-03-23 10:06:00.000","4-6M"
"TrBN9gUuTMWJDEcajmjcbHQEYFzNRwz1","1160","16","81","304.99","7.00","merchant__clothing","0.00","154.99","2022-07-27 23:39:00.000","2022-07-27 23:39:00.000","1-3M"
"1U6VobulkkH7OOKtQJ9WubknfgmqL8HU","1696","11","53","122.99","9.00","merchant__bigboxretailer","0.00","63.99","2022-07-15 16:58:00.000","2022-07-15 16:58:00.000","1-3M"
"YClxjcUFNjMA4wgm297mJNYIlWiyrLCC","5864","47","224","590.99","5.00","merchant__clothing","0.00","375.99","2021-08-24 20:14:00.000","2021-08-24 20:14:00.000","7M+"
"5kNpffQJSZOBfb3buvrFCqMR9T0bOqLT","957","34","12","279.99","4.00","merchant__clothing","0.00","142.99","2022-01-01 12:52:00.000","2022-01-01 12:52:00.000","1-3M"
"reLdqoW2vIrq3ouRRCCH71vvXitJB559","5810","76","219","518.99","2.00","merchant__clothing","0.00","462.99","2021-05-22 21:57:00.000","2021-05-22 21:57:00.000","4-6M"
"emV2VkLwafnhfh4qvvyzINjKvtquPsbJ","3872","36","98","76.99","3.00","merchant__clothing","0.00","40.99","2022-07-25 19:10:00.000","2022-07-25 19:10:00.000","1-3M"
"Yb4Tm6onhicIh0IALYp4UiTksP6RLZ1J","4197","60","85","280.99","5.00","merchant__clothing","0.00","164.99","2021-09-17 21:05:00.000","2021-09-17 21:05:00.000","7M+"
"UNZVcbnfh85Dfj7gJJWQLRZaFJqUkZbj","4610","66","40","518.99","8.00","merchant__bigboxretailer","0.00","356.55","2020-03-30 11:01:00.000","2020-03-30 11:01:00.000","7M+"
"CrXQXxg4imcibq0YbZlTr58ovh2Qg9nn","373","68","4","238.99","2.00","merchant__bigboxretailer","0.00","113.99","2020-12-12 21:03:00.000","2020-12-12 21:03:00.000","7M+"
"154HuHrvNyegDamPaZTxcG58XXs7tjbd","3733","14","89","242.99","5.00","merchant__bigboxretailer","0.00","123.99","2022-01-20 10:27:00.000","2022-01-20 10:27:00.000","1-3M"
"8AsXL0khNMTJiX2r57eL4xUgUxNDRPkC","1355","30","121","98.99","2.00","merchant__clothing","0.00","51.99","2022-06-20 23:44:00.000","2022-06-20 23:44:00.000","4-6M"
"VQy2IURWFjOLFxepB7YTGiMCw9elfaNQ","4087","29","66","62.99","10.00","merchant__bigboxretailer","0.00","32.99","2021-12-23 11:34:00.000","2021-12-23 11:34:00.000","1-3M"
"7W36skRlkDWBHR69pxNORexAr2KZSCZ9","3486","33","21","122.99","10.00","merchant__clothing","0.00","63.99","2022-09-16 19:01:00.000","2022-09-16 19:01:00.000","1-3M"
"bZUcyl6Krlk3To5tHK7OQnyJSfyOZbRM","63","61","102","455.99","5.00","merchant__clothing","0.00","240.99","2022-09-19 22:12:00.000","2022-09-19 22:12:00.000","1-3M"
"HNMzxbEypFzTEsTqFNeU8femaI8Huq7c","3830","26","35","279.99","4.00","merchant__clothing","0.00","142.99","2022-02-28 20:02:00.000","2022-02-28 20:02:00.000","7M+"
"SRD63Htpbqc7jjYC2nnJwMJU0UP4aEhz","4684","14","67","242.99","6.00","merchant__bigboxretailer","0.00","123.99","2022-03-24 22:29:00.000","2022-03-24 22:29:00.000","4-6M"
"is0rNuYKXnOLHi9H2FCiNFzIxV6c1f5I","7645","22","461","171.99","2.00","merchant__clothing","0.00","87.99","2022-08-09 08:07:00.000","2022-08-09 08:07:00.000","1-3M"
"sCPl8BOi3DyUAFqUkPfiUaQOdbesBbQo","7716","7","502","726.99","1.00","merchant__clothing","0.00","365.99","2022-10-16 19:05:00.000","2022-10-16 19:05:00.000","1-3M"
"FoZO6r8yfLJCzcYVTVPi9VBbItjVuOxT","7515","89","420","549.99","6.00","merchant__bigboxretailer","0.00","492.99","2022-07-06 11:19:00.000","2022-07-06 11:19:00.000","4-6M"
"n7C69H31DGl17nQwnqjzqIkYeIbh9nTs","4255","73","32","515.99","7.00","merchant__clothing","0.00","328.76","2020-06-22 19:15:00.000","2020-06-22 19:15:00.000","7M+"
"7WiCiRUiWqMN5Y8cJD0wsatc1t1tSIkm","5338","71","184","242.99","3.00","merchant__bigboxretailer","0.00","24.99","2021-02-25 20:42:00.000","2021-02-25 20:42:00.000","7M+"
"ZgNzdY84KS0qcAiPO6PYP2b05kmh32iq","4654","8","130","273.99","9.00","merchant__bigboxretailer","0.00","139.99","2022-05-05 20:57:00.000","2022-05-05 20:57:00.000","4-6M"
"WRi2qZNKLWMnLiodtt2U5TAaug69OBL5","5799","51","218","208.99","6.00","merchant__clothing","0.00","77.99","2021-09-11 21:55:00.000","2021-09-11 21:55:00.000","7M+"
"jcT0CMAOGwdq3FAkfcAUyh8jok667lkh","4476","27","45","267.99","10.00","merchant__bigboxretailer","0.00","136.99","2022-06-02 19:39:00.000","2022-06-02 19:39:00.000","1-3M"
"Zb6ObeYHIpJnDP8b1S1mxtsoWjHfbTYD","293","34","131","279.99","9.00","merchant__clothing","0.00","142.99","2022-08-17 13:46:00.000","2022-08-17 13:46:00.000","1-3M"
"U4xXlHknznMgmAUUaTPErg27Z2UEkBGm","7259","43","372","313.99","2.00","merchant__clothing","0.00","252.99","2022-07-01 12:29:00.000","2022-07-01 12:29:00.000","7M+"
"Haea0eYnNYdA7rKc45c9NUU4hYikJOoV","3572","78","86","18.99","2.00","merchant__bigboxretailer","0.00","3.99","2021-01-23 22:19:00.000","2021-01-23 22:19:00.000","7M+"
"l98eoZ5Fzn3wJYWStBHVenqmY9xECH80","335","82","25","705.99","1.00","merchant__clothing","0.00","514.99","2021-06-30 19:31:00.000","2021-06-30 19:31:00.000","7M+"
"I50NMqbReHru1nLoDkjDG196jV3mUJzR","291","45","75","560.99","7.00","merchant__clothing","0.00","365.99","2022-01-10 20:14:00.000","2022-01-10 20:14:00.000","1-3M"
"NrU3SNqijU9hbedDHOeJBTM8RHfMZ59u","6447","26","277","279.99","3.00","merchant__clothing","0.00","142.99","2022-01-05 20:44:00.000","2022-01-05 20:44:00.000","7M+"
"9TdHdb8MdjGMQFy65mzu1Nv7FseaPabg","6054","16","241","276.99","5.00","merchant__clothing","0.00","146.99","2020-12-07 21:03:00.000","2020-12-07 21:03:00.000","1-3M"
"BW3LkY5wOxx3QYskgTtRrjhFP7oTISDt","4168","55","76","209.99","7.00","merchant__clothing","0.00","174.99","2021-11-10 13:08:00.000","2021-11-10 13:08:00.000","4-6M"
"t1yxM8ChF1ay4vFpNfZ4mpPXTgOhdjsY","523","91","121","200.99","4.00","merchant__clothing","0.00","28.99","2022-08-16 20:16:00.000","2022-08-16 20:16:00.000","1-3M"
"4ojfyiXL4pnp3MX65TV7Wh4QFRme99ab","5073","58","166","233.99","5.00","merchant__clothing","0.00","204.99","2020-12-16 19:08:00.000","2020-12-16 19:08:00.000","7M+"
"2yBNMWYonvAjQzUFbfNkClLqf3j1vhyQ","4574","64","15","150.99","9.00","merchant__clothing","0.00","102.39","2020-08-07 22:26:00.000","2020-08-07 22:26:00.000","7M+"
"yjBObbqDRjitEzq2zxc7j3BnYugfYwm7","6322","60","264","309.99","9.00","merchant__clothing","0.00","172.99","2022-02-07 21:13:00.000","2022-02-07 21:13:00.000","7M+"
"bj1sZDH7i6gsTUxuL8jW0ZI8krPiDMvG","6686","63","302","318.99","12.00","merchant__clothing","0.00","243.99","2021-06-30 12:05:00.000","2021-06-30 12:05:00.000","1-3M"
"YmEnhhKtFxEiEU9vF3mAFX9xnTgK9EzM","5974","29","234","56.99","3.00","merchant__bigboxretailer","0.00","31.99","2021-03-05 00:42:00.000","2021-03-05 00:42:00.000","1-3M"
"NJSvfD3bDJYaACEo72dN5Wxwhbl9Q307","4143","59","42","761.99","2.00","merchant__bigboxretailer","0.00","509.99","2022-01-04 18:45:00.000","2022-01-04 18:45:00.000","1-3M"
"sZ2WJxkDVsAGdXFXeuMr7YmU4s7ncHgC","6333","38","265","696.99","4.00","merchant__bigboxretailer","0.00","528.99","2022-03-11 22:33:00.000","2022-03-11 22:33:00.000","7M+"
"vimqlcYHIxlb3Zr5Oq0aWlUeebpR5heI","732","68","125","238.99","5.00","merchant__bigboxretailer","0.00","113.99","2021-02-04 18:37:00.000","2021-02-04 18:37:00.000","7M+"
"4Lox0ZZvTc8fXMrXIAL98W9MW3pSFM1J","4766","26","55","279.99","9.00","merchant__bigboxretailer","0.00","142.99","2022-05-16 13:38:00.000","2022-05-16 13:38:00.000","1-3M"
"c0pCnkZDljPSu1qSkwEdrAg5BWsiQRKp","1221","89","115","453.99","10.00","merchant__bigboxretailer","0.00","446.12","2019-12-31 23:06:00.000","2019-12-31 23:06:00.000","7M+"
"NIGe6Q8Wffzb5ZIfIA5jhA5JDspyRDpX","7205","15","364","74.99","1.00","merchant__clothing","0.00","39.99","2022-04-22 12:59:00.000","2022-04-22 12:59:00.000","4-6M"
"XBaxL2fMx9qPfU79uS8AO6DNRNokDQpm","5739","26","213","279.99","4.00","merchant__bigboxretailer","0.00","142.99","2022-04-20 21:17:00.000","2022-04-20 21:17:00.000","7M+"
"xs2bGijQDRQKhFVqZ3Pm2aOP9atkt0R7","6501","2","282","85.99","4.00","merchant__bigboxretailer","0.00","44.99","2021-12-05 18:25:00.000","2021-12-05 18:25:00.000","7M+"
"W40yHY64hC69BZfl3pa6UBXAMJK849ia","7433","76","402","570.99","4.00","merchant__clothing","0.00","485.99","2022-05-12 07:06:00.000","2022-05-12 07:06:00.000","4-6M"
"JkzYNKguC5iSbqCHUhqtT8FvX8qbgoFx","6272","74","260","475.99","3.00","merchant__bigboxretailer","0.00","398.99","2021-03-09 13:36:00.000","2021-03-09 13:36:00.000","1-3M"
"6XHrxL68eX4C7JdhKj9p3jv1a1jlXD4W","6050","49","240","353.99","5.00","merchant__clothing","0.00","212.99","2022-05-28 06:43:00.000","2022-05-28 06:43:00.000","7M+"
"qSak94ALxtZFumo0jQwh4f8HGcOPwWni","130","29","73","62.99","5.00","merchant__bigboxretailer","0.00","32.99","2022-04-11 14:44:00.000","2022-04-11 14:44:00.000","1-3M"
"F3Q5eZRJRuVQPK6m4cPtLEdXgyO1pkgD","7527","23","423","149.99","5.00","merchant__bigboxretailer","0.00","76.99","2022-05-10 21:50:00.000","2022-05-10 21:50:00.000","1-3M"
"XFYAToSqg2eAhvkJdnvVF8B7EjO5tBCU","548","5","135","167.99","1.00","merchant__bigboxretailer","0.00","85.99","2022-01-28 23:28:00.000","2022-01-28 23:28:00.000","7M+"
"lfWPSo38frmQoLDTOw299ruf9uPM9dLa","6759","48","309","422.99","1.00","merchant__clothing","0.00","348.99","2021-09-16 12:58:00.000","2021-09-16 12:58:00.000","1-3M"
"o0tDYQsR3oa7t3lDSfBjJczaX6QZDCYV","6936","79","328","467.99","5.00","merchant__clothing","0.00","390.99","2022-07-31 18:56:00.000","2022-07-31 18:56:00.000","7M+"
"35U4GzbcCIjIZ1XAdoPFvFepejCfLpMN","5009","80","162","367.99","4.00","merchant__bigboxretailer","0.00","286.99","2021-02-02 23:57:00.000","2021-02-02 23:57:00.000","7M+"
"O2ygnIawzkV7eqFHly4yoxagNdT2th5H","6925","88","327","682.99","8.00","merchant__clothing","0.00","503.99","2022-04-17 20:50:00.000","2022-04-17 20:50:00.000","7M+"
"jJ2PWOl1eAgEsPlTYQgJwupKEyd2AudN","1257","50","56","760.99","6.00","merchant__bigboxretailer","0.00","537.99","2022-01-07 10:57:00.000","2022-01-07 10:57:00.000","1-3M"
"Fi4lojWTm9kX3Q4H27kzyLbuRQ7c8aUn","6860","52","320","594.99","4.00","merchant__clothing","0.00","466.99","2021-06-28 12:26:00.000","2021-06-28 12:26:00.000","1-3M"
"m96VSPO6stEQinM8n27mETi4nKAgfOqX","253","72","64","488.99","3.00","merchant__clothing","0.00","434.99","2020-12-19 19:41:00.000","2020-12-19 19:41:00.000","7M+"
"8y0awxnXC7Ry5D9eRhpzsWWXXVRAcnxu","543","61","130","455.99","7.00","merchant__clothing","0.00","240.99","2021-11-19 08:33:00.000","2021-11-19 08:33:00.000","7M+"
"c69Xu3qn6PPGM8djwyYULRYV7zhc8SHv","7203","89","364","549.99","1.00","merchant__bigboxretailer","0.00","492.99","2021-11-16 18:15:00.000","2021-11-16 18:15:00.000","1-3M"
"mPxhQntgUqcPFa5JFCPC1ZnEnFuSuTCh","129","22","23","171.99","10.00","merchant__clothing","0.00","87.99","2022-03-18 14:18:00.000","2022-03-18 14:18:00.000","1-3M"
"Q779UEJzdOttRLUJ7avMly59ZIDNlG1P","508","74","14","431.99","6.00","merchant__bigboxretailer","43.20","378.88","2020-02-03 19:24:00.000","2020-02-03 19:24:00.000","7M+"
"7ES2jsdPN6xR0yF1vZiIaAHylq1YDv35","1635","89","111","499.99","9.00","merchant__bigboxretailer","0.00","468.99","2021-05-17 15:14:00.000","2021-05-17 15:14:00.000","7M+"
"JElW3nPYxpBv1n9oAWK8xBky9rNwowJi","6668","69","300","126.99","1.00","merchant__clothing","0.00","106.99","2021-05-11 23:40:00.000","2021-05-11 23:40:00.000","1-3M"
"cZqYojqtMK2jOU1klArfDgk15AgO9Qa4","643","77","85","293.99","1.00","merchant__bigboxretailer","0.00","158.42","2020-07-16 15:26:00.000","2020-07-16 15:26:00.000","7M+"
"UB9Y9qefdj6k6mF5VgNMFkNvHDHdHkFy","3845","73","126","624.99","5.00","merchant__clothing","0.00","362.99","2022-10-03 22:06:00.000","2022-10-03 22:06:00.000","1-3M"
"lZeQ77xV5DWuMLToYKh5mYr903YxOiXu","895","80","127","404.99","3.00","merchant__bigboxretailer","0.00","300.99","2022-02-27 14:40:00.000","2022-02-27 14:40:00.000","7M+"
"TqkZ5ebseIMJRRry9y5ZS1QfNqnsEdOi","6854","72","319","537.99","1.00","merchant__clothing","0.00","456.99","2021-11-29 20:53:00.000","2021-11-29 20:53:00.000","4-6M"
"fs4GsIutYMaoQpRRFR8gRHerC6K9V71G","1512","36","29","76.99","6.00","merchant__clothing","0.00","40.99","2022-07-01 21:59:00.000","2022-07-01 21:59:00.000","1-3M"
"KDkbVX4CwSqCFXbDuda9KFytjsOMmoi4","859","67","118","555.99","6.00","merchant__clothing","0.00","452.99","2020-11-11 23:03:00.000","2020-11-11 23:03:00.000","7M+"
"977LYLy86iZk99dzsmL0Qm8t9CULedDx","1190","58","118","257.99","8.00","merchant__clothing","0.00","214.99","2022-02-14 15:02:00.000","2022-02-14 15:02:00.000","7M+"
"d0BQKOSK11JFTnB8uAsKHdlKukyZiUJV","1396","16","36","304.99","2.00","merchant__clothing","0.00","154.99","2022-06-10 15:24:00.000","2022-06-10 15:24:00.000","1-3M"
"x0oplOxQZiqqLzsLqfNhkBn8LDHEMaio","3728","46","119","227.99","3.00","merchant__clothing","0.00","165.99","2022-01-08 10:31:00.000","2022-01-08 10:31:00.000","7M+"
"WKunYx4XSTI4iAHqWdzG9obQGdGNgSZU","4596","30","87","98.99","7.00","merchant__clothing","0.00","51.99","2022-06-09 10:20:00.000","2022-06-09 10:20:00.000","1-3M"
