"ORDER_ID","WDF__CLIENT_ID","ORDER_STATUS"
"O-WJQIOVKJ","merchant__electronics","Processed"
"O-T5I1FMLF","merchant__electronics","Processed"
"O-GHKXDR9E","merchant__bigboxretailer","Processed"
"O-86WUJ396","merchant__clothing","Processed"
"O-7EF7WTT3","merchant__electronics","Processed"
"O-8B8NLSMV","merchant__bigboxretailer","Processed"
"O-AKJ3U4VE","merchant__clothing","Processed"
"O-IYR3YBFP","merchant__electronics","Processed"
"O-0D9BXLBT","merchant__electronics","Processed"
"O-4PX4ZGFR","merchant__electronics","Processed"
"O-NE4W6VY1","merchant__bigboxretailer","Processed"
"O-ZWNQ1C1J","merchant__bigboxretailer","Processed"
"O-03GAQZX1","merchant__clothing","Processed"
"O-249MOD11","merchant__bigboxretailer","Processed"
"O-TZT53U4S","merchant__electronics","Processed"
"O-NGJO7DEJ","merchant__electronics","Canceled"
"O-O9ZYIHUK","merchant__bigboxretailer","Processed"
"O-DGIP8UW0","merchant__clothing","Processed"
"O-RYFDA3LJ","merchant__electronics","In Cart"
"O-K5MUR51Y","merchant__electronics","Processed"
"O-6OYN8AMF","merchant__electronics","Processed"
"O-II2P02TE","merchant__bigboxretailer","Processed"
"O-Q2HRR9GE","merchant__electronics","Processed"
"O-C1NROH3B","merchant__bigboxretailer","Processed"
"O-0ROA758L","merchant__electronics","Processed"
"O-852VGM0T","merchant__clothing","Processed"
"O-8X4XTAVP","merchant__electronics","Processed"
"O-9J8OTZHJ","merchant__bigboxretailer","Processed"
"O-T7W9VEUI","merchant__electronics","Processed"
"O-8KL7AAF7","merchant__electronics","Processed"
"O-O84V1JP7","merchant__electronics","Processed"
"O-VJF6RUZO","merchant__clothing","Processed"
"O-NWM0BTDW","merchant__clothing","Processed"
"O-6YV8S7LX","merchant__clothing","Processed"
"O-4EEMKSDQ","merchant__electronics","Processed"
"O-Q9AAKNZJ","merchant__electronics","Processed"
"O-W9HR0U9F","merchant__electronics","Processed"
"O-IX1TAGSQ","merchant__clothing","Processed"
"O-PQ0HXXFI","merchant__bigboxretailer","Processed"
"O-TIZQA8PL","merchant__electronics","Processed"
"O-SAB4A8NT","merchant__bigboxretailer","Processed"
"O-QMZ4XGAT","merchant__electronics","Processed"
"O-V6UAR0G0","merchant__bigboxretailer","Canceled"
"O-DGJORDQH","merchant__electronics","Processed"
"O-O1MGQ5U0","merchant__electronics","Processed"
"O-1J8PXMZ9","merchant__bigboxretailer","Processed"
"O-S99K8SSW","merchant__bigboxretailer","Processed"
"O-N5BVYNWO","merchant__electronics","Processed"
"O-V2NHT3XG","merchant__clothing","Processed"
"O-J3GYMOIP","merchant__electronics","In Cart"
"O-N5A6J9Q3","merchant__electronics","Processed"
"O-19LPJ3XF","merchant__bigboxretailer","Processed"
"O-R1H7W8V1","merchant__clothing","Processed"
"O-FIBAOS1K","merchant__bigboxretailer","Processed"
"O-PUD7JUZ8","merchant__electronics","In Cart"
"O-NUSIUG7V","merchant__clothing","Processed"
"O-7KZXBTPW","merchant__bigboxretailer","Processed"
"O-57BPZ7SW","merchant__clothing","Processed"
"O-R9R9588R","merchant__bigboxretailer","Canceled"
"O-YAKDKDMS","merchant__bigboxretailer","Processed"
"O-5M9I47OE","merchant__clothing","Processed"
"O-YNIQNEMO","merchant__bigboxretailer","Processed"
"O-VG5UIUAV","merchant__clothing","Canceled"
"O-CHYRBMV7","merchant__bigboxretailer","Canceled"
"O-JO3PRGG1","merchant__electronics","Processed"
"O-3HZBT4A1","merchant__bigboxretailer","Processed"
"O-4A2O2IOE","merchant__clothing","Processed"
"O-87GFPN52","merchant__bigboxretailer","Processed"
"O-QLMDI3FC","merchant__bigboxretailer","In Cart"
"O-ETIG4N10","merchant__bigboxretailer","Processed"
"O-QX5HTYBL","merchant__bigboxretailer","Processed"
"O-NXC2FP8X","merchant__bigboxretailer","Processed"
"O-Q1U5F0QZ","merchant__clothing","Processed"
"O-4EFCJR99","merchant__bigboxretailer","Processed"
"O-16MJH8A0","merchant__bigboxretailer","Processed"
"O-FBP4CTFC","merchant__bigboxretailer","Processed"
"O-0YYQ2F8P","merchant__bigboxretailer","Processed"
"O-JVE2ZPTM","merchant__clothing","Processed"
"O-TYE06W40","merchant__bigboxretailer","Processed"
"O-RBA0IOTN","merchant__clothing","Processed"
"O-G2WVPDPM","merchant__bigboxretailer","Processed"
"O-HPJU74ED","merchant__electronics","Canceled"
"O-FVE3NXWC","merchant__clothing","Processed"
"O-X1P79FZH","merchant__bigboxretailer","Processed"
"O-1J7YN003","merchant__bigboxretailer","Processed"
"O-Z1C9PWVD","merchant__clothing","Processed"
"O-2ZYB50PA","merchant__bigboxretailer","Processed"
"O-JK1B6WFA","merchant__electronics","Processed"
"O-FCSX5TAZ","merchant__clothing","Processed"
"O-DMMLCIFL","merchant__clothing","In Cart"
"O-DYSWA99B","merchant__clothing","Processed"
"O-7L1FFX74","merchant__bigboxretailer","Processed"
"O-33V73H5M","merchant__bigboxretailer","Processed"
"O-HHHDF7HC","merchant__bigboxretailer","Processed"
"O-4U9QJV0N","merchant__clothing","Processed"
"O-BUB63BUJ","merchant__bigboxretailer","Processed"
"O-LBTWYP52","merchant__electronics","Processed"
"O-AO0KAU2H","merchant__bigboxretailer","Processed"
"O-Z0T5ORZY","merchant__bigboxretailer","Processed"
"O-2LRAX39A","merchant__bigboxretailer","Canceled"
"O-11VTVAUR","merchant__bigboxretailer","Processed"
"O-T94N5JGR","merchant__bigboxretailer","Processed"
"O-PT1S58TB","merchant__clothing","In Cart"
"O-O3RLKF6W","merchant__electronics","Processed"
"O-I0NAVGCI","merchant__clothing","Processed"
"O-MBPRC13W","merchant__bigboxretailer","Processed"
"O-NMNS5YZK","merchant__electronics","Processed"
"O-J45B0TZH","merchant__clothing","Processed"
"O-SSHZ6HLO","merchant__bigboxretailer","Processed"
"O-CBEMSFIR","merchant__clothing","Processed"
"O-Z95R8ROG","merchant__clothing","Processed"
"O-5UKXCI22","merchant__electronics","Canceled"
"O-7ROMESRG","merchant__clothing","Processed"
"O-GIGEZEW2","merchant__clothing","Processed"
"O-J93YRX7S","merchant__bigboxretailer","Processed"
"O-2YP5GVHW","merchant__bigboxretailer","Processed"
"O-60S10X51","merchant__bigboxretailer","Processed"
"O-0YYDB98L","merchant__bigboxretailer","Processed"
"O-XLE1V37O","merchant__clothing","Processed"
"O-G21Y5GGX","merchant__bigboxretailer","Processed"
"O-CLJ2QFVG","merchant__electronics","Processed"
"O-UYLM2GWV","merchant__bigboxretailer","Processed"
"O-QNWGQBAB","merchant__electronics","Processed"
"O-416R3IAT","merchant__bigboxretailer","Processed"
"O-D3V49XSN","merchant__electronics","In Cart"
"O-EZ4LR99R","merchant__clothing","Processed"
"O-S6HAOKS8","merchant__clothing","Processed"
"O-881QTXRT","merchant__clothing","Processed"
"O-R1ZB6LLQ","merchant__bigboxretailer","Processed"
"O-8SRPFD9R","merchant__bigboxretailer","Processed"
"O-OM5Q4ZCV","merchant__bigboxretailer","Processed"
"O-RJHKY582","merchant__bigboxretailer","In Cart"
"O-H1C6FADG","merchant__clothing","Processed"
"O-PTNM0EQ0","merchant__electronics","Processed"
"O-Z30XG1CX","merchant__clothing","Processed"
"O-D2IWLAB8","merchant__bigboxretailer","Processed"
"O-WX1VDKJS","merchant__clothing","Processed"
"O-FKQZ58HU","merchant__bigboxretailer","Processed"
"O-E4DTSCPG","merchant__bigboxretailer","Canceled"
"O-8YF54A55","merchant__bigboxretailer","Processed"
"O-7BU4Z2AZ","merchant__electronics","Processed"
"O-OTK53K7Q","merchant__electronics","Processed"
"O-XRH8NF5G","merchant__clothing","Processed"
"O-PSVNWOGX","merchant__bigboxretailer","Processed"
"O-SPCWEUBR","merchant__bigboxretailer","Canceled"
"O-3A3TSQR0","merchant__bigboxretailer","Processed"
"O-241CFM2Z","merchant__electronics","Processed"
"O-4CBLBPGS","merchant__clothing","Processed"
"O-UYL41UR7","merchant__bigboxretailer","In Cart"
"O-1VRRLNL9","merchant__clothing","Processed"
"O-IQX1BG2H","merchant__electronics","Processed"
"O-QYDLM2GF","merchant__bigboxretailer","Processed"
"O-ZP6L2NTZ","merchant__clothing","Processed"
"O-JD71Q0LM","merchant__electronics","Processed"
"O-1QMJELHE","merchant__clothing","Canceled"
"O-L090FCRX","merchant__electronics","Processed"
"O-8375GU6L","merchant__clothing","In Cart"
"O-ZX4FUVBU","merchant__electronics","Processed"
"O-VW7OKLWC","merchant__bigboxretailer","Processed"
"O-OR1KDJSW","merchant__clothing","Processed"
"O-C0T751OJ","merchant__clothing","Processed"
"O-BCLNUC7I","merchant__electronics","Processed"
"O-58WR22KZ","merchant__bigboxretailer","Processed"
"O-1E2RA4QS","merchant__electronics","Processed"
"O-5IATR5VC","merchant__bigboxretailer","Processed"
"O-BV00RAPR","merchant__clothing","Processed"
"O-1DHONTOY","merchant__electronics","Processed"
"O-OSDDE9YL","merchant__bigboxretailer","Canceled"
"O-PKQHDNJG","merchant__clothing","Processed"
"O-X6VS7Z7C","merchant__electronics","Processed"
"O-01H3IL1V","merchant__clothing","Processed"
"O-SY75KF3B","merchant__bigboxretailer","Processed"
"O-9F7GTBRV","merchant__clothing","Processed"
"O-B1XJ38GG","merchant__clothing","Processed"
"O-LWTX5GL5","merchant__bigboxretailer","Processed"
"O-NPPFXPFD","merchant__electronics","In Cart"
"O-KTC7AG7S","merchant__clothing","Processed"
"O-F5HMK3HW","merchant__clothing","Processed"
"O-4JBX0JFN","merchant__electronics","Processed"
"O-39PFB7WS","merchant__electronics","Canceled"
"O-LR5FHIZQ","merchant__bigboxretailer","Processed"
"O-QOAZINFX","merchant__electronics","Processed"
"O-OGO5HCDF","merchant__clothing","Processed"
"O-SWPPNOQK","merchant__clothing","Processed"
"O-WZ6KL061","merchant__electronics","Processed"
"O-RVWQFS59","merchant__electronics","Processed"
"O-ZN6XGLHQ","merchant__bigboxretailer","Processed"
"O-WELEW0B9","merchant__clothing","Processed"
"O-CL4TXY1Y","merchant__clothing","Processed"
"O-O3ADJ5R7","merchant__electronics","Processed"
"O-B400R15G","merchant__bigboxretailer","Processed"
"O-XXM919R9","merchant__bigboxretailer","Processed"
"O-THOAIEO6","merchant__clothing","Processed"
"O-9WZ2MQHY","merchant__bigboxretailer","Processed"
"O-013ABUAX","merchant__clothing","Processed"
"O-HYW1F1SM","merchant__clothing","Processed"
"O-NZRMEM0G","merchant__electronics","Processed"
"O-OM2QKDZD","merchant__electronics","Processed"
"O-IOJH0CQX","merchant__bigboxretailer","In Cart"
"O-5TZO8FC1","merchant__electronics","Canceled"
"O-IIGNG0ZD","merchant__bigboxretailer","Processed"
"O-92PRGEPY","merchant__bigboxretailer","Processed"
"O-VVF1GQDU","merchant__electronics","Processed"
"O-Z5C1G8TG","merchant__bigboxretailer","Processed"
"O-PKYM15DU","merchant__electronics","Processed"
"O-OSBJNM1L","merchant__electronics","Processed"
"O-BCW7V8YO","merchant__clothing","Processed"
"O-6Z3QN7L2","merchant__clothing","Processed"
"O-M5CP0PEM","merchant__electronics","Processed"
"O-YF6MKKPL","merchant__bigboxretailer","Processed"
"O-1NFVQJZ4","merchant__electronics","Processed"
"O-UERV3SQ5","merchant__bigboxretailer","Processed"
"O-8QZ9YXM7","merchant__clothing","Processed"
"O-ZDLCB8I6","merchant__electronics","Processed"
"O-L9T24XD7","merchant__clothing","Processed"
"O-X8MLUD7S","merchant__electronics","Processed"
"O-6W7RPPDN","merchant__bigboxretailer","Processed"
"O-5D0ENZIB","merchant__bigboxretailer","Processed"
"O-9ARAJN40","merchant__electronics","Processed"
"O-EV8LJXPC","merchant__bigboxretailer","Processed"
"O-FQ08UKXX","merchant__bigboxretailer","Canceled"
"O-VK4YSKAF","merchant__electronics","Processed"
"O-3H7RFBHS","merchant__bigboxretailer","Processed"
"O-NWJSMSWK","merchant__bigboxretailer","Processed"
"O-KQEC72B0","merchant__clothing","Processed"
"O-I4F9S4PG","merchant__electronics","Processed"
"O-H1G0TM9B","merchant__electronics","Processed"
"O-26XUWILF","merchant__clothing","Processed"
"O-F3GA8XTG","merchant__electronics","Processed"
"O-I3YHW5EM","merchant__clothing","Processed"
"O-WVVH9D5L","merchant__bigboxretailer","Processed"
"O-WUQNBG5Q","merchant__bigboxretailer","Processed"
"O-SLD56Q0L","merchant__bigboxretailer","Processed"
"O-X21W63MD","merchant__electronics","Processed"
"O-EQWY2W8O","merchant__clothing","Processed"
"O-KX5BMTIF","merchant__electronics","Processed"
"O-53UXTL6U","merchant__bigboxretailer","Processed"
"O-9Y5QT6HJ","merchant__electronics","Canceled"
"O-NG4A3YLG","merchant__bigboxretailer","Processed"
"O-UGDT51JL","merchant__bigboxretailer","Processed"
"O-EY7BU6QX","merchant__clothing","Processed"
"O-E0OO6P2F","merchant__bigboxretailer","Processed"
"O-BDLPQFBT","merchant__bigboxretailer","Processed"
"O-H9JQ2SXJ","merchant__electronics","Processed"
"O-KSCP8NL0","merchant__electronics","Processed"
"O-2D4D3Q3B","merchant__bigboxretailer","Processed"
"O-P5WQV169","merchant__clothing","Processed"
"O-2Z4OTHFU","merchant__bigboxretailer","Processed"
"O-KJMGMW6M","merchant__bigboxretailer","Canceled"
"O-WQHPJVEX","merchant__bigboxretailer","Processed"
"O-4JR1S24O","merchant__bigboxretailer","Canceled"
"O-5PWNGAJB","merchant__electronics","Processed"
"O-X24XVC2H","merchant__electronics","Processed"
"O-HT8ZZ4UQ","merchant__bigboxretailer","Processed"
"O-7CFVJFXU","merchant__electronics","In Cart"
"O-3OD1X5ZY","merchant__electronics","Processed"
"O-SDDGT4XI","merchant__electronics","Processed"
"O-4HPHJ5YV","merchant__clothing","In Cart"
"O-JYQUNQV9","merchant__bigboxretailer","Processed"
"O-ZZRV49UN","merchant__clothing","Processed"
"O-3LGV8I1S","merchant__bigboxretailer","Processed"
"O-J9H5C0KT","merchant__bigboxretailer","In Cart"
"O-0DDAM2OS","merchant__bigboxretailer","Processed"
"O-M6S1MZCE","merchant__clothing","Processed"
"O-5NGK5A0E","merchant__bigboxretailer","Canceled"
"O-K5MZ2F6W","merchant__electronics","In Cart"
"O-RIEU2C0O","merchant__clothing","Processed"
"O-0GMUBCCV","merchant__electronics","Processed"
"O-8B530NKG","merchant__bigboxretailer","Processed"
"O-FXB9O4P7","merchant__electronics","Processed"
"O-UMYRUTTH","merchant__electronics","Processed"
"O-4B9GGBRU","merchant__bigboxretailer","Processed"
"O-3WLW9KV6","merchant__bigboxretailer","Processed"
"O-SDL47WYV","merchant__bigboxretailer","Processed"
"O-WJCQJPRV","merchant__bigboxretailer","Processed"
"O-N2MA27SP","merchant__electronics","Processed"
"O-DQV6REAA","merchant__clothing","Canceled"
"O-IWRIL0YI","merchant__electronics","Processed"
"O-SHJD66JW","merchant__electronics","Processed"
"O-9DXTTDIE","merchant__electronics","Processed"
"O-6PHTKI73","merchant__electronics","Processed"
"O-9521B5RK","merchant__bigboxretailer","Processed"
"O-08VY2RY1","merchant__clothing","Processed"
"O-HNFRZH4R","merchant__bigboxretailer","Processed"
"O-GMWZICZF","merchant__bigboxretailer","Processed"
"O-ZQYPN5U8","merchant__clothing","Processed"
"O-SPYJ7N43","merchant__electronics","Canceled"
"O-8DOHJYYP","merchant__clothing","Processed"
"O-CN5M2FZX","merchant__electronics","Processed"
"O-I6MIO7XP","merchant__electronics","Processed"
"O-C35DVU7U","merchant__bigboxretailer","Processed"
"O-LVRJ1GF5","merchant__bigboxretailer","In Cart"
"O-OWXZAP7I","merchant__bigboxretailer","Processed"
"O-3BKV5XQC","merchant__clothing","Processed"
"O-ZYFMFEBP","merchant__bigboxretailer","Processed"
"O-XYQRBO93","merchant__electronics","Processed"
"O-8JPXWH0G","merchant__clothing","Processed"
"O-WJ0PSN03","merchant__electronics","Processed"
"O-DPVG3M4R","merchant__bigboxretailer","Processed"
"O-SC1OSE52","merchant__bigboxretailer","Processed"
"O-78CLNATW","merchant__bigboxretailer","Processed"
"O-AUFMOGQT","merchant__bigboxretailer","Processed"
"O-CDN47I8P","merchant__clothing","Processed"
"O-P1Z82F67","merchant__clothing","Processed"
"O-DW5ZPKQ8","merchant__bigboxretailer","Processed"
"O-FD9ZL8RI","merchant__clothing","Canceled"
"O-CQ2PI7RY","merchant__electronics","Processed"
"O-3QLPYOGZ","merchant__clothing","In Cart"
"O-O8UWRVZI","merchant__clothing","Processed"
"O-UEDS4ZCP","merchant__electronics","Processed"
"O-1H4QBDNR","merchant__clothing","Processed"
"O-KYY7MXGQ","merchant__clothing","Processed"
"O-4HUPCBLT","merchant__electronics","In Cart"
"O-T36ASYFR","merchant__bigboxretailer","Processed"
"O-1R3HNCFA","merchant__clothing","Processed"
"O-HI4T5R0Z","merchant__clothing","In Cart"
"O-EYZ09XQK","merchant__electronics","Processed"
"O-LYZU51GE","merchant__bigboxretailer","Canceled"
"O-XA7PL5XD","merchant__clothing","Processed"
"O-HEQGXLLJ","merchant__bigboxretailer","Processed"
"O-S2TGR2BV","merchant__electronics","Processed"
"O-I1OA7YJX","merchant__clothing","Processed"
"O-JDQYR5WN","merchant__electronics","Processed"
"O-2VP6HI4S","merchant__clothing","Processed"
"O-RTO626RT","merchant__electronics","Canceled"
"O-RWL843M4","merchant__electronics","Canceled"
"O-H4ISXO6O","merchant__clothing","Processed"
"O-69SNPX9K","merchant__clothing","Processed"
"O-NZ52DLZF","merchant__clothing","Processed"
"O-7EL8LM3T","merchant__bigboxretailer","Processed"
"O-MA1EI2JP","merchant__clothing","Processed"
"O-LLGWZTQG","merchant__clothing","Processed"
"O-AQZYD924","merchant__clothing","Processed"
"O-CUQZKWSK","merchant__electronics","Processed"
"O-9KR0CYBW","merchant__clothing","Processed"
"O-RZ02T5UW","merchant__bigboxretailer","Processed"
"O-TY9NDSKF","merchant__clothing","Processed"
"O-GO7Z4NSY","merchant__electronics","Processed"
"O-VDWXDLCL","merchant__electronics","Processed"
"O-TBDCH2XP","merchant__electronics","Processed"
"O-7Z0VXPWS","merchant__clothing","Canceled"
"O-7CWZ4YHJ","merchant__clothing","Processed"
"O-34P7UFH2","merchant__clothing","Processed"
"O-DXQZB9J8","merchant__electronics","Processed"
"O-L56GB9GI","merchant__clothing","Processed"
"O-1UOQB7KE","merchant__bigboxretailer","Processed"
"O-ACJ6BWOG","merchant__bigboxretailer","Processed"
"O-NFBLTCJR","merchant__electronics","Processed"
"O-MBEEHEOV","merchant__clothing","Processed"
"O-GDC8PUHB","merchant__clothing","Processed"
"O-P32DBBUJ","merchant__clothing","Processed"
"O-O175KUC4","merchant__clothing","Processed"
"O-REGQG69G","merchant__electronics","Processed"
"O-3ISDYK7T","merchant__electronics","Processed"
"O-9H7M7GHC","merchant__electronics","Processed"
"O-EP1O7I3S","merchant__clothing","Processed"
"O-GFCFR380","merchant__clothing","Processed"
"O-8U0T2GEL","merchant__electronics","Processed"
"O-02SUCNHA","merchant__clothing","Processed"
"O-THG454PT","merchant__clothing","Processed"
"O-LTRV5OCI","merchant__electronics","Processed"
"O-K4UJJT8Q","merchant__clothing","Processed"
"O-PSJNO2KX","merchant__electronics","Processed"
"O-0KBQW92I","merchant__electronics","Processed"
"O-ZT3V1QIK","merchant__electronics","Processed"
"O-AG6UA7ZK","merchant__clothing","Processed"
"O-5POUPDAS","merchant__bigboxretailer","Processed"
"O-5X0DR0ZS","merchant__clothing","Processed"
"O-JQAF138U","merchant__clothing","Processed"
"O-LRG0NM8X","merchant__clothing","Processed"
"O-FD1PVG8D","merchant__electronics","Processed"
"O-9K9IYJM3","merchant__electronics","Processed"
"O-3FK7ZV7K","merchant__electronics","Processed"
"O-NUVNT9UD","merchant__clothing","Processed"
"O-TYHVCOVW","merchant__clothing","Processed"
"O-1ARLZ1HD","merchant__electronics","Processed"
"O-TXSACUD8","merchant__clothing","Processed"
"O-SK9JY8TA","merchant__electronics","Processed"
"O-HLVPP723","merchant__clothing","Processed"
"O-0ZMVFPM0","merchant__clothing","Processed"
"O-X2VTGD64","merchant__clothing","Processed"
"O-W0VGMP6D","merchant__clothing","Processed"
"O-IZA36WCB","merchant__electronics","Processed"
"O-JDMSYGJY","merchant__electronics","Processed"
"O-SZUACBUV","merchant__clothing","Processed"
"O-D6O2L7C8","merchant__clothing","Processed"
"O-TATTTTCZ","merchant__clothing","Processed"
"O-1MGKKQC9","merchant__clothing","Processed"
"O-1EN1V9HY","merchant__bigboxretailer","Processed"
"O-39ER8N1S","merchant__electronics","Processed"
"O-1YN856OA","merchant__electronics","Processed"
"O-6YW6YRAP","merchant__electronics","Processed"
"O-KS8QY75C","merchant__clothing","Processed"
"O-HIV5ODWB","merchant__bigboxretailer","In Cart"
"O-FWLUS412","merchant__bigboxretailer","Processed"
"O-H16P8W66","merchant__electronics","Processed"
"O-RY8YY2DR","merchant__bigboxretailer","Processed"
"O-NCFO1BVH","merchant__electronics","Processed"
"O-38927QGD","merchant__bigboxretailer","Processed"
"O-M37KR8AO","merchant__electronics","Processed"
"O-ZTSAHXSZ","merchant__bigboxretailer","Processed"
"O-XPLC6ERJ","merchant__bigboxretailer","Processed"
"O-LWJOBKD7","merchant__electronics","Processed"
"O-TT9JJ0YY","merchant__bigboxretailer","Processed"
"O-TUU15TXS","merchant__bigboxretailer","Processed"
"O-B0D0ZHE0","merchant__bigboxretailer","Processed"
"O-2O08548Y","merchant__bigboxretailer","Processed"
"O-5Q6B1J00","merchant__electronics","Processed"
"O-DFZF5HEW","merchant__bigboxretailer","Processed"
"O-GGNIN8RZ","merchant__clothing","Processed"
"O-K0H3FA3I","merchant__bigboxretailer","Processed"
"O-K51PKEDA","merchant__electronics","Processed"
"O-4PR8XP9O","merchant__bigboxretailer","Processed"
"O-EDW44MX2","merchant__bigboxretailer","Processed"
"O-AUE2XOE4","merchant__electronics","Canceled"
"O-3AVEW9TE","merchant__bigboxretailer","Processed"
"O-BQOAASKN","merchant__bigboxretailer","Processed"
"O-Z96NRNL1","merchant__bigboxretailer","Processed"
"O-VK5UFWEJ","merchant__bigboxretailer","Processed"
"O-NBQBZHQY","merchant__bigboxretailer","Processed"
"O-N36NN50Z","merchant__bigboxretailer","Canceled"
"O-722Y0UHG","merchant__electronics","Canceled"
"O-0I6MMT2Y","merchant__electronics","Processed"
"O-52X8CWXJ","merchant__electronics","Processed"
"O-EHXHGXAO","merchant__bigboxretailer","Processed"
"O-RQLG3LGF","merchant__bigboxretailer","Processed"
"O-EF1SAFEL","merchant__bigboxretailer","Processed"
"O-U835P6IS","merchant__electronics","Processed"
"O-2KGGZOHC","merchant__bigboxretailer","Processed"
"O-G7GUNU9U","merchant__bigboxretailer","Canceled"
"O-QNH3OVBH","merchant__electronics","Processed"
"O-GQWK7XMC","merchant__clothing","Processed"
"O-5RSEI88Q","merchant__bigboxretailer","Processed"
"O-23WCQQNZ","merchant__bigboxretailer","Processed"
"O-0HD5CFI0","merchant__bigboxretailer","Processed"
"O-8U94OCMZ","merchant__bigboxretailer","Processed"
"O-EL4VP8A1","merchant__bigboxretailer","Processed"
"O-AOEV23RD","merchant__bigboxretailer","Processed"
"O-LBN99BHV","merchant__electronics","Processed"
"O-C27IVI6I","merchant__bigboxretailer","Processed"
"O-0KANYH5Z","merchant__bigboxretailer","Processed"
"O-SO8FH9BH","merchant__bigboxretailer","Processed"
"O-0ULP9EZ1","merchant__electronics","In Cart"
"O-SB6PR7TE","merchant__clothing","Processed"
"O-WJ4D5D41","merchant__electronics","Canceled"
"O-ANF2LBLW","merchant__bigboxretailer","Processed"
"O-5YE1RZLB","merchant__bigboxretailer","Processed"
"O-WB8SR61X","merchant__bigboxretailer","Processed"
"O-6IC54D6M","merchant__electronics","Processed"
"O-G95N1JY1","merchant__bigboxretailer","Processed"
"O-5SIJ0E4R","merchant__electronics","Processed"
"O-O56CUX3U","merchant__electronics","Processed"
"O-ZGCZ8QRP","merchant__bigboxretailer","Processed"
"O-UZ5OPHAZ","merchant__electronics","Processed"
"O-F5O8BVLX","merchant__clothing","In Cart"
"O-ABXJIONY","merchant__bigboxretailer","In Cart"
"O-QR38O2U1","merchant__bigboxretailer","Processed"
"O-0BXNPOCI","merchant__bigboxretailer","Processed"
"O-6BTTS8R7","merchant__bigboxretailer","Processed"
"O-Z719B9K9","merchant__bigboxretailer","Processed"
"O-8OLHG53E","merchant__bigboxretailer","Processed"
"O-QT7LSAQ3","merchant__electronics","Processed"
"O-LQPQHG0S","merchant__bigboxretailer","Canceled"
"O-C93M6A1M","merchant__bigboxretailer","Processed"
"O-XW5JXXFX","merchant__electronics","Processed"
"O-W53L8BZV","merchant__electronics","Processed"
"O-DZR3TP7F","merchant__electronics","Processed"
"O-29PS3279","merchant__electronics","Processed"
"O-Y5JGEV94","merchant__bigboxretailer","Processed"
"O-HSXZP722","merchant__bigboxretailer","Canceled"
"O-TL8S7SJQ","merchant__bigboxretailer","Processed"
"O-ZEN3FM0U","merchant__bigboxretailer","Processed"
"O-P4ETHU4P","merchant__bigboxretailer","Processed"
"O-403XO8QG","merchant__electronics","Processed"
"O-G69V3AUD","merchant__clothing","Processed"
"O-S1YLV6UB","merchant__bigboxretailer","Processed"
"O-G9JSBKIL","merchant__bigboxretailer","Canceled"
"O-UFALMBS4","merchant__electronics","In Cart"
"O-KQ6QZZJ0","merchant__electronics","Processed"
"O-UDG6RAB2","merchant__bigboxretailer","Canceled"
"O-BHLHAF1X","merchant__bigboxretailer","Processed"
"O-KT8FG8WR","merchant__clothing","Canceled"
"O-UUDWO5Y0","merchant__bigboxretailer","In Cart"
"O-QRQMJ3AG","merchant__bigboxretailer","Processed"
"O-RGCO9TWL","merchant__bigboxretailer","Processed"
"O-LWVM2RKG","merchant__bigboxretailer","Processed"
"O-0HBY7P3Q","merchant__bigboxretailer","Canceled"
"O-NU43XSSB","merchant__bigboxretailer","Processed"
"O-B8UYKTBU","merchant__bigboxretailer","Processed"
"O-OCLZDHF5","merchant__electronics","Processed"
"O-L119S4P3","merchant__electronics","Processed"
"O-8O0F415R","merchant__electronics","Processed"
"O-WW45X41X","merchant__bigboxretailer","Processed"
"O-A3G72OXV","merchant__bigboxretailer","In Cart"
"O-UZ62PJOC","merchant__electronics","Processed"
"O-BF6KJBWF","merchant__bigboxretailer","Processed"
"O-QN80X253","merchant__electronics","Processed"
"O-7IY8V3BU","merchant__electronics","Processed"
"O-H3VH9J3L","merchant__bigboxretailer","Processed"
"O-RHLH72DK","merchant__bigboxretailer","Processed"
"O-KOS1UUHS","merchant__electronics","Processed"
"O-82CO2APG","merchant__electronics","Processed"
"O-2M2BJTXV","merchant__electronics","Processed"
"O-OA0OAZ5F","merchant__bigboxretailer","Processed"
"O-YXWA1V9E","merchant__clothing","Processed"
"O-9BHDLPS9","merchant__electronics","Processed"
"O-Y1095ECC","merchant__electronics","Processed"
"O-N0J1URZB","merchant__electronics","Processed"
"O-XBKAJVGQ","merchant__clothing","Processed"
"O-T5RNKI68","merchant__electronics","Processed"
"O-6NOTBJUB","merchant__clothing","Processed"
"O-FPTCIAH2","merchant__electronics","Processed"
"O-PSA7U1AU","merchant__bigboxretailer","Canceled"
"O-W1Z20JYC","merchant__electronics","Processed"
"O-7LMW6WQT","merchant__electronics","Processed"
"O-ICIFCNWK","merchant__bigboxretailer","Processed"
"O-EXZH8UVL","merchant__electronics","Processed"
"O-7XV1AN54","merchant__electronics","Processed"
"O-BPOSPTHJ","merchant__clothing","Processed"
"O-WUA2QGVX","merchant__electronics","Canceled"
"O-7JT516QF","merchant__electronics","Processed"
"O-VJFG0O7M","merchant__bigboxretailer","Processed"
"O-OZ0E1DOQ","merchant__electronics","Processed"
"O-MY98P1WJ","merchant__electronics","Processed"
"O-WSTLMWXB","merchant__clothing","Processed"
"O-DHOSF9SJ","merchant__electronics","Processed"
