"RETURN_ID","ORDER__ORDER_ID","PRODUCT__PRODUCT_ID","CUSTOMER__CUSTOMER_ID","RETURN_UNIT_COST","RETURN_UNIT_QUANTITY","WDF__CLIENT_ID","RETURN_UNIT_PAID_AMOUNT","DATE","RETURN_DATE"
"R-KU6SJNU1","O-X78YFZ70","P-74XREH0Z","C-ODS7GL8M","422.09","5","merchant__electronics","915.17","2021-07-18 02:38:34","2021-07-18 02:38:34"
"R-09BDC4CB","O-4YEMOTJL","P-GK1K2NK8","C-D9LJWOCR","35.57","2","merchant__bigboxretailer","318.84","2021-07-18 09:05:43","2021-07-18 09:05:43"
"R-3L7D112W","O-4CDW772P","P-0ZZYT3W4","C-5GU1C6EV","365.84","3","merchant__electronics","854.76","2021-07-18 11:15:51","2021-07-18 11:15:51"
"R-NBZJ1HZ2","O-OHYN1X9O","P-CRBIVFTK","C-D31BQMKU","155.54","2","merchant__clothing","617.09","2021-07-18 12:29:02","2021-07-18 12:29:02"
"R-HJEL2S97","O-OHYN1X9O","P-F72LJL2C","C-D31BQMKU","207.08","8","merchant__clothing","528.81","2021-07-18 14:30:45","2021-07-18 14:30:45"
"R-2NXONJUL","O-DURDQEUJ","P-K3MNXYJP","C-1HUT7XEB","33.83","8","merchant__electronics","52.45","2021-07-18 18:40:00","2021-07-18 18:40:00"
"R-YQUK2VA8","O-DURDQEUJ","P-0ZZYT3W4","C-1HUT7XEB","220.7","5","merchant__electronics","577.48","2021-07-18 19:43:45","2021-07-18 19:43:45"
"R-8QSFLRMI","O-E5U2W1W5","P-FNTXVRTO","C-PRNP6I5Q","188.01","3","merchant__bigboxretailer","679.57","2021-07-18 20:15:54","2021-07-18 20:15:54"
"R-1NSBQUTA","O-YYJ9FDIZ","P-YSRD3RFN","C-6T87QHM6","168.27","3","merchant__bigboxretailer","477.11","2021-07-19 00:16:05","2021-07-19 00:16:05"
"R-60ZNWGXW","O-DU9W21BT","P-0ZZYT3W4","C-0PECDLH5","902.71","2","merchant__electronics","509.01","2021-07-19 09:17:02","2021-07-19 09:17:02"
"R-16151NN0","O-7MCK64RE","P-FSO5WD5T","C-RIZZWNE8","218.07","3","merchant__bigboxretailer","455.82","2021-07-19 11:14:45","2021-07-19 11:14:45"
"R-C5KFYR1S","O-4YEMOTJL","P-4T8TMC57","C-D9LJWOCR","137.82","9","merchant__bigboxretailer","92.06","2021-07-19 11:39:48","2021-07-19 11:39:48"
"R-UUTLQZ9B","O-DMRM6XX9","P-64YLUWJT","C-66X0RRAY","48.74","9","merchant__bigboxretailer","39.79","2021-07-19 11:53:00","2021-07-19 11:53:00"
"R-H6L6QYCE","O-P2TR47EZ","P-ZGQE0EX9","C-WHWSVOLZ","397.07","6","merchant__electronics","791.35","2021-07-19 14:33:45","2021-07-19 14:33:45"
"R-1IUCJ2WQ","O-E5U2W1W5","P-YDRPAZD1","C-PRNP6I5Q","75.75","3","merchant__bigboxretailer","53.1","2021-07-19 18:08:25","2021-07-19 18:08:25"
"R-GOYJ2J2N","O-VWYI8R2B","P-74XREH0Z","C-3PZ7JV5D","36.82","10","merchant__electronics","130.42","2021-07-19 19:00:45","2021-07-19 19:00:45"
"R-A13HQDS8","O-PI6TVRW5","P-FSO5WD5T","C-QU4HBRRH","21.95","10","merchant__electronics","16.35","2021-07-19 19:15:19","2021-07-19 19:15:19"
"R-TR4UJK4A","O-GYIDDLJD","P-J7Z2EX8J","C-F0PJ851C","460.8","5","merchant__electronics","391.46","2021-07-19 20:38:57","2021-07-19 20:38:57"
"R-V9CUKSGY","O-PI6TVRW5","P-7VP9BGIN","C-QU4HBRRH","74.13","5","merchant__electronics","192.7","2021-07-19 22:57:48","2021-07-19 22:57:48"
"R-2AP1TAPP","O-YYJ9FDIZ","P-FSO5WD5T","C-6T87QHM6","377.18","7","merchant__bigboxretailer","753.68","2021-07-20 01:18:22","2021-07-20 01:18:22"
"R-JK293UC2","O-U4O0UL4C","P-MC92KDOP","C-UH482YA3","489.08","8","merchant__electronics","808.31","2021-07-20 13:56:51","2021-07-20 13:56:51"
"R-FLJ2LJAN","O-376XWWJR","P-FUVYRAZC","C-WLPRRNNN","72.34","9","merchant__clothing","259.44","2021-07-20 15:06:37","2021-07-20 15:06:37"
"R-YFOPACTK","O-376XWWJR","P-8DHFY8A8","C-WLPRRNNN","627.55","3","merchant__clothing","595.96","2021-07-20 16:25:13","2021-07-20 16:25:13"
"R-OERNLRPL","O-OJK2T4LE","P-CRBIVFTK","C-78P5K8IZ","82.28","5","merchant__clothing","67.27","2021-07-20 17:38:31","2021-07-20 17:38:31"
"R-ZB5XNP3E","O-DU444W3B","P-YC1MRRBK","C-ID1BR0VQ","168.7","7","merchant__electronics","613.16","2021-07-20 20:47:22","2021-07-20 20:47:22"
"R-UXVV6L2N","O-JER58FFI","P-KQHDH5TV","C-R2NXWO2F","4.7","1","merchant__bigboxretailer","177.35","2021-07-21 02:04:41","2021-07-21 02:04:41"
"R-UM92K3FF","O-7KZVSG2L","P-FUVYRAZC","C-JHM3LE9R","148.47","9","merchant__electronics","563.3","2021-07-21 09:00:12","2021-07-21 09:00:12"
"R-R7I6SES9","O-BBRDX6W9","P-J7Z2EX8J","C-03P1FQNQ","18.48","9","merchant__electronics","278.8","2021-07-21 14:50:23","2021-07-21 14:50:23"
"R-G5FM750O","O-M5ZVXQW3","P-QUFTVSLH","C-C1DTLTWP","98.03","1","merchant__electronics","114.64","2021-07-21 15:33:47","2021-07-21 15:33:47"
"R-N3CGSIAQ","O-FHVBNZHU","P-YRENW3K6","C-M2KIOOCG","116.67","3","merchant__electronics","466.34","2021-07-21 16:15:28","2021-07-21 16:15:28"
"R-B2ICWHAB","O-E5U2W1W5","P-9IQDJPW2","C-PRNP6I5Q","287.16","7","merchant__bigboxretailer","371.57","2021-07-21 20:43:31","2021-07-21 20:43:31"
"R-0ZPMRL9D","O-VKKIJ1C1","P-WN2X1CF5","C-L19SRXCL","206.45","9","merchant__electronics","538.02","2021-07-22 00:25:45","2021-07-22 00:25:45"
"R-BEYH5NLX","O-YVWJBC79","P-LDPRP77V","C-FGLW46DW","37.52","7","merchant__electronics","71.1","2021-07-22 06:05:52","2021-07-22 06:05:52"
"R-YTR9OPBR","O-SRZGPQGI","P-SIC3YOWO","C-2GNX3I9Z","601.92","2","merchant__electronics","724.62","2021-07-22 07:01:47","2021-07-22 07:01:47"
"R-PBKN2ML7","O-3TP7PT2I","P-UML98LBP","C-ODIPTVD8","54.52","1","merchant__clothing","201.09","2021-07-22 10:19:59","2021-07-22 10:19:59"
"R-YNHTJ22D","O-30PDDL2X","P-J7Z2EX8J","C-Y1CCDERJ","121.16","9","merchant__electronics","120.49","2021-07-22 17:14:04","2021-07-22 17:14:04"
"R-HOPJEIAL","O-PTIONU3Z","P-DZ4UHIKM","C-1THOYGC0","105.38","8","merchant__clothing","357.28","2021-07-22 18:05:47","2021-07-22 18:05:47"
"R-3CFU4FVB","O-OPCD2KMB","P-QUFTVSLH","C-FP3K3FQH","416.35","1","merchant__electronics","391.57","2021-07-22 22:45:19","2021-07-22 22:45:19"
"R-EKMIPM4I","O-EKCJR00F","P-MUOEMX4R","C-XQIGNU1Z","582.99","6","merchant__clothing","688.83","2021-07-23 03:50:15","2021-07-23 03:50:15"
"R-EV10TZW3","O-SRZGPQGI","P-QUFTVSLH","C-2GNX3I9Z","205.64","4","merchant__electronics","164.37","2021-07-23 06:52:37","2021-07-23 06:52:37"
"R-MKMPV4RH","O-M5ZVXQW3","P-0ZZYT3W4","C-C1DTLTWP","7.89","8","merchant__electronics","34.45","2021-07-23 08:58:47","2021-07-23 08:58:47"
"R-PNS6FGH9","O-VLXXNNI5","P-YC1MRRBK","C-E19G1H6G","45.42","10","merchant__electronics","84.87","2021-07-23 10:54:03","2021-07-23 10:54:03"
"R-RM09UHMF","O-51QEZ0YI","P-Q1X1RP1Z","C-3NA1M2JY","25.24","1","merchant__electronics","37.8","2021-07-23 18:43:16","2021-07-23 18:43:16"
"R-LK8EDIVS","O-OK9E0YOK","P-MC92KDOP","C-6DHJV4J8","48.5","7","merchant__electronics","90.26","2021-07-23 19:11:40","2021-07-23 19:11:40"
"R-K917CWVV","O-CGICTW5I","P-LDPRP77V","C-SWDEB9HV","428.0","6","merchant__electronics","354.87","2021-07-23 20:33:44","2021-07-23 20:33:44"
"R-DLY1O6RO","O-YVWJBC79","P-O8QG4R0Q","C-FGLW46DW","214.44","1","merchant__electronics","393.61","2021-07-23 22:57:22","2021-07-23 22:57:22"
"R-S69IT6VM","O-JER58FFI","P-LDPRP77V","C-R2NXWO2F","45.43","6","merchant__bigboxretailer","222.44","2021-07-24 03:00:56","2021-07-24 03:00:56"
"R-7LRRRPHC","O-Z3L8F0GZ","P-YC1MRRBK","C-PAQ1KHEI","76.84","8","merchant__electronics","415.11","2021-07-24 07:59:23","2021-07-24 07:59:23"
"R-QHMX0V00","O-VWYI8R2B","P-QUFTVSLH","C-3PZ7JV5D","716.41","6","merchant__electronics","560.91","2021-07-24 10:31:10","2021-07-24 10:31:10"
"R-33ZWH83A","O-M5ZVXQW3","P-WN2X1CF5","C-C1DTLTWP","160.4","4","merchant__electronics","316.75","2021-07-24 11:09:47","2021-07-24 11:09:47"
"R-8ETYR2TV","O-FHVBNZHU","P-B1M0SSDH","C-M2KIOOCG","104.98","3","merchant__electronics","224.52","2021-07-24 15:55:57","2021-07-24 15:55:57"
"R-PPFU6PX9","O-E5U2W1W5","P-4T8TMC57","C-PRNP6I5Q","431.42","5","merchant__bigboxretailer","297.42","2021-07-24 17:50:46","2021-07-24 17:50:46"
"R-P69Y9F5X","O-TLFX16C0","P-Q61CBJBH","C-FJ2MUDHB","676.81","4","merchant__electronics","631.73","2021-07-24 18:16:21","2021-07-24 18:16:21"
"R-7NPCT7XN","O-6AZG072Q","P-J7Z2EX8J","C-0IJE7TQ4","259.23","4","merchant__electronics","200.51","2021-07-24 20:35:50","2021-07-24 20:35:50"
"R-BH9QGMGJ","O-VWYI8R2B","P-O8QG4R0Q","C-3PZ7JV5D","254.6","1","merchant__electronics","563.24","2021-07-24 21:18:55","2021-07-24 21:18:55"
"R-VRQV7DKD","O-6AZG072Q","P-KISHUEPI","C-0IJE7TQ4","14.69","8","merchant__electronics","121.62","2021-07-24 22:43:52","2021-07-24 22:43:52"
"R-QXCDZNSX","O-2GH0ZRX6","P-YC1MRRBK","C-93EO3IJC","129.69","2","merchant__electronics","199.51","2021-07-25 07:07:48","2021-07-25 07:07:48"
"R-XM0QCSQT","O-S1KM0SJM","P-SUZ35X7W","C-4KF2BC3A","91.59","2","merchant__bigboxretailer","82.23","2021-07-25 13:01:07","2021-07-25 13:01:07"
"R-RXPXOUI3","O-OK9E0YOK","P-FSO5WD5T","C-6DHJV4J8","305.77","8","merchant__electronics","434.48","2021-07-25 15:07:11","2021-07-25 15:07:11"
"R-XN9VOA2O","O-5KJ96DW6","P-WDXJRJLC","C-BUYH3MVV","86.28","7","merchant__clothing","556.17","2021-07-26 00:13:03","2021-07-26 00:13:03"
"R-N9L1LMO0","O-24G0QI6S","P-77A4OOFC","C-9T5V2VN2","532.65","7","merchant__electronics","365.24","2021-07-26 01:11:20","2021-07-26 01:11:20"
"R-AZVANO6U","O-JER58FFI","P-OEJYHGYE","C-R2NXWO2F","165.99","10","merchant__bigboxretailer","863.37","2021-07-26 04:49:56","2021-07-26 04:49:56"
"R-0MR2RYYA","O-ZIJFDMQJ","P-0DDRFK8E","C-WUZZ2BJH","15.29","1","merchant__bigboxretailer","732.41","2021-07-26 12:03:22","2021-07-26 12:03:22"
"R-3U5LCWTE","O-JW5T7WWA","P-K0PCR4CC","C-Q9YJ0OGV","178.98","10","merchant__electronics","286.53","2021-07-26 13:48:28","2021-07-26 13:48:28"
"R-1XSYPH89","O-PTIONU3Z","P-RPCRM8LD","C-1THOYGC0","93.05","7","merchant__clothing","312.53","2021-07-26 14:57:51","2021-07-26 14:57:51"
"R-CT55HQ6U","O-E5U2W1W5","P-SUZ35X7W","C-PRNP6I5Q","305.09","3","merchant__bigboxretailer","168.82","2021-07-26 15:47:29","2021-07-26 15:47:29"
"R-X96VNQXR","O-OK9E0YOK","P-4CTM9S8S","C-6DHJV4J8","21.24","8","merchant__electronics","156.77","2021-07-26 16:11:13","2021-07-26 16:11:13"
"R-WINX0Q3C","O-DU9W21BT","P-LDPRP77V","C-0PECDLH5","77.8","4","merchant__electronics","122.05","2021-07-26 19:13:05","2021-07-26 19:13:05"
"R-FLF0YKGZ","O-X37B0QJW","P-47KA7KOD","C-8APK1YEF","79.59","9","merchant__electronics","220.21","2021-07-26 21:56:55","2021-07-26 21:56:55"
"R-LEXEZKTN","O-HFCUPEFA","P-G6WRY6RD","C-NBZVAGR0","294.41","9","merchant__electronics","305.75","2021-07-26 22:03:42","2021-07-26 22:03:42"
"R-YF6ESLBC","O-IJIO2RUU","P-4ARKUBKJ","C-2KBPRMSE","27.76","8","merchant__clothing","424.25","2021-07-27 02:07:47","2021-07-27 02:07:47"
"R-3MTEQJWI","O-KR09Q14S","P-GK1K2NK8","C-475KJ7QE","486.08","2","merchant__bigboxretailer","425.6","2021-07-27 05:10:47","2021-07-27 05:10:47"
"R-QFZWROEW","O-RMDWDJWE","P-YC1MRRBK","C-OMOWI7FP","326.95","2","merchant__electronics","442.39","2021-07-27 11:04:15","2021-07-27 11:04:15"
"R-3M6C3NHG","O-ESQ4V6IU","P-URIUFMSU","C-1QIB57EL","463.52","3","merchant__bigboxretailer","429.04","2021-07-27 17:11:52","2021-07-27 17:11:52"
"R-3GODMBJM","O-W42NU9QE","P-0ZZYT3W4","C-66YREO28","66.94","1","merchant__electronics","409.29","2021-07-27 17:29:39","2021-07-27 17:29:39"
"R-IF4AO4CG","O-DU9W21BT","P-7VP9BGIN","C-0PECDLH5","12.13","10","merchant__electronics","14.99","2021-07-27 18:22:50","2021-07-27 18:22:50"
"R-K2JTEBRG","O-9Q3OVMIG","P-YC1MRRBK","C-FP3K3FQH","74.11","7","merchant__electronics","703.16","2021-07-27 19:58:25","2021-07-27 19:58:25"
"R-H0JYQKXW","O-OJK2T4LE","P-J35F6GFF","C-78P5K8IZ","77.78","9","merchant__clothing","100.49","2021-07-27 20:06:48","2021-07-27 20:06:48"
"R-UKQKFDHG","O-KR09Q14S","P-AD7PM1Y1","C-475KJ7QE","337.39","1","merchant__bigboxretailer","702.25","2021-07-28 06:16:53","2021-07-28 06:16:53"
"R-M8E3I769","O-92PPMYXC","P-G6WRY6RD","C-ID1BR0VQ","217.4","5","merchant__electronics","201.05","2021-07-28 09:26:08","2021-07-28 09:26:08"
"R-UA5GP8IH","O-92PPMYXC","P-B1M0SSDH","C-ID1BR0VQ","102.99","8","merchant__electronics","258.56","2021-07-28 11:59:14","2021-07-28 11:59:14"
"R-EZ4K7ZBH","O-6YF2RVH3","P-1BDW9KUY","C-6OJDGZGH","2.22","8","merchant__electronics","5.67","2021-07-28 13:28:56","2021-07-28 13:28:56"
"R-9HI6SNZR","O-GHPHS78V","P-1BDW9KUY","C-WHWSVOLZ","75.44","9","merchant__electronics","242.09","2021-07-28 14:16:14","2021-07-28 14:16:14"
"R-OR33RWJB","O-IXCRL3ZH","P-4CTM9S8S","C-14HTY385","282.34","2","merchant__electronics","224.95","2021-07-28 16:44:24","2021-07-28 16:44:24"
"R-97HU3LOK","O-2GH0ZRX6","P-K3MNXYJP","C-93EO3IJC","12.26","6","merchant__electronics","38.81","2021-07-29 15:25:57","2021-07-29 15:25:57"
"R-0N9FXT3B","O-N6J5Y76H","P-ZGQE0EX9","C-C71DLCAN","12.34","3","merchant__electronics","211.78","2021-07-29 22:58:07","2021-07-29 22:58:07"
"R-LSCNHCLX","O-RMDWDJWE","P-B1M0SSDH","C-OMOWI7FP","482.33","8","merchant__electronics","282.11","2021-07-30 13:02:56","2021-07-30 13:02:56"
"R-QI5GEU63","O-80LDSZV6","P-ZGQE0EX9","C-WXYC998R","11.62","1","merchant__electronics","414.65","2021-07-30 14:29:01","2021-07-30 14:29:01"
"R-TKUKTMZM","O-RMDWDJWE","P-0ZZYT3W4","C-OMOWI7FP","414.97","4","merchant__electronics","584.01","2021-07-30 16:11:18","2021-07-30 16:11:18"
"R-PBN23E77","O-ROEMSU1I","P-B1M0SSDH","C-SCAG4WOO","289.36","5","merchant__electronics","770.09","2021-07-30 18:00:16","2021-07-30 18:00:16"
"R-EV14263V","O-0NFMZZAW","P-K3MNXYJP","C-FEZ1N6FZ","286.77","4","merchant__electronics","813.78","2021-07-30 22:10:03","2021-07-30 22:10:03"
"R-YKAMTJQ5","O-N6J5Y76H","P-1BDW9KUY","C-C71DLCAN","370.53","1","merchant__electronics","390.83","2021-07-30 22:43:59","2021-07-30 22:43:59"
"R-R693FEG5","O-SFDDLB9X","P-74XREH0Z","C-ANLOUN3B","10.73","5","merchant__clothing","36.77","2021-07-31 12:59:23","2021-07-31 12:59:23"
"R-MRK5R3YL","O-H9HYWR1B","P-1BDW9KUY","C-LWEJQ736","238.5","1","merchant__electronics","224.86","2021-07-31 13:37:15","2021-07-31 13:37:15"
"R-8Z4KD0HZ","O-J8M3V5GI","P-FUVYRAZC","C-U5NN1CM7","67.36","5","merchant__clothing","197.05","2021-07-31 14:17:31","2021-07-31 14:17:31"
"R-65BF475E","O-ROEMSU1I","P-LDPRP77V","C-SCAG4WOO","13.09","10","merchant__electronics","212.24","2021-07-31 15:00:28","2021-07-31 15:00:28"
"R-VN77DW3L","O-ZM0F1YE6","P-G1IT20AC","C-J70ZUI71","283.0","8","merchant__bigboxretailer","585.72","2021-07-31 15:10:51","2021-07-31 15:10:51"
"R-QN49HT34","O-ROEMSU1I","P-YC1MRRBK","C-SCAG4WOO","605.45","1","merchant__electronics","633.47","2021-07-31 19:36:40","2021-07-31 19:36:40"
"R-CTU50TMP","O-9Q3OVMIG","P-J7Z2EX8J","C-FP3K3FQH","9.0","6","merchant__electronics","11.64","2021-07-31 20:03:29","2021-07-31 20:03:29"
"R-GWCOOA2K","O-6AZG072Q","P-O18FAMWA","C-0IJE7TQ4","190.63","2","merchant__electronics","240.79","2021-07-31 22:53:24","2021-07-31 22:53:24"
"R-AU1CCTDH","O-P0EPF934","P-47KA7KOD","C-SQKO7AT0","89.32","8","merchant__electronics","236.23","2021-08-01 00:56:16","2021-08-01 00:56:16"
"R-SQFKKDJ5","O-DEBVGHZB","P-B1M0SSDH","C-LFZO24DM","100.59","8","merchant__electronics","433.14","2021-08-01 07:59:08","2021-08-01 07:59:08"
"R-BVL3GV5E","O-8WZJI6YU","P-Q61CBJBH","C-QMD35N40","59.46","10","merchant__electronics","67.75","2021-08-01 10:02:40","2021-08-01 10:02:40"
"R-E81VGAKP","O-N6J5Y76H","P-47KA7KOD","C-C71DLCAN","305.51","5","merchant__electronics","412.86","2021-08-01 11:00:29","2021-08-01 11:00:29"
"R-D0PFQ05D","O-F2GFAJOQ","P-B1M0SSDH","C-3LPVU4UN","233.22","3","merchant__electronics","326.2","2021-08-01 12:03:45","2021-08-01 12:03:45"
"R-GV0N7ZF1","O-UIMG5RIB","P-YRENW3K6","C-62F1DZWA","126.71","3","merchant__electronics","549.69","2021-08-01 13:03:46","2021-08-01 13:03:46"
"R-W8ZN141S","O-FMW4C5L0","P-74XREH0Z","C-WGGJ30O6","42.12","5","merchant__clothing","38.33","2021-08-01 14:07:01","2021-08-01 14:07:01"
"R-5ERA8UVQ","O-N6J5Y76H","P-74XREH0Z","C-C71DLCAN","45.48","3","merchant__electronics","744.99","2021-08-01 17:03:05","2021-08-01 17:03:05"
"R-IP4P42K4","O-0VOEZ5RW","P-AD7PM1Y1","C-IMW2PVJI","515.81","10","merchant__bigboxretailer","621.78","2021-08-01 17:48:27","2021-08-01 17:48:27"
"R-HUA8LK4O","O-6G2V8QTT","P-YRENW3K6","C-ETL9JWBQ","266.73","4","merchant__bigboxretailer","458.96","2021-08-01 18:52:58","2021-08-01 18:52:58"
"R-7YLRPG2E","O-0NFMZZAW","P-0ZZYT3W4","C-FEZ1N6FZ","166.23","10","merchant__electronics","374.22","2021-08-01 22:11:32","2021-08-01 22:11:32"
"R-TL4ORB22","O-TR1LEYRM","P-J7Z2EX8J","C-XHGVY49K","3.76","10","merchant__electronics","36.83","2021-08-02 06:00:49","2021-08-02 06:00:49"
"R-VU1XQMIX","O-KJ7M71FY","P-47KA7KOD","C-AWQQXJR1","688.9","9","merchant__electronics","971.76","2021-08-02 09:05:16","2021-08-02 09:05:16"
"R-WYAXGOM1","O-H9HYWR1B","P-77A4OOFC","C-LWEJQ736","119.02","2","merchant__electronics","136.38","2021-08-02 12:31:33","2021-08-02 12:31:33"
"R-DE8HUMJG","O-LWGSEM7F","P-GSFQSSIZ","C-Z44ZOTCI","566.89","5","merchant__clothing","682.44","2021-08-02 16:23:01","2021-08-02 16:23:01"
"R-33J4WKCN","O-43WMOWCU","P-FSO5WD5T","C-L0U8EL7C","122.81","7","merchant__electronics","176.4","2021-08-02 16:59:38","2021-08-02 16:59:38"
"R-L2923MI1","O-URDUQSI9","P-VETX6GL5","C-3VEIGELE","186.23","2","merchant__clothing","357.37","2021-08-02 17:10:43","2021-08-02 17:10:43"
"R-JH0XNYUB","O-75HPXVUF","P-C2R4BL17","C-ESWFQ0T6","118.39","2","merchant__clothing","168.05","2021-08-02 18:16:29","2021-08-02 18:16:29"
"R-90IHUADP","O-DILLL5CU","P-74XREH0Z","C-F2DJNATO","280.05","10","merchant__electronics","243.33","2021-08-02 22:02:08","2021-08-02 22:02:08"
"R-HACON25M","O-DEBVGHZB","P-FUVYRAZC","C-LFZO24DM","105.83","2","merchant__electronics","214.98","2021-08-03 06:57:03","2021-08-03 06:57:03"
"R-FEI11V9F","O-H9HYWR1B","P-MC92KDOP","C-LWEJQ736","281.01","7","merchant__electronics","640.79","2021-08-03 07:45:22","2021-08-03 07:45:22"
"R-6AFME1N2","O-TZXW222U","P-LDPRP77V","C-2XJMTPD9","294.69","1","merchant__electronics","329.83","2021-08-03 09:58:10","2021-08-03 09:58:10"
"R-ZVZC63JI","O-I88IDRMU","P-VN0TD1IK","C-R2NXWO2F","153.52","3","merchant__bigboxretailer","377.62","2021-08-03 10:43:26","2021-08-03 10:43:26"
"R-JK1GRW9O","O-92PPMYXC","P-QUFTVSLH","C-ID1BR0VQ","585.86","1","merchant__electronics","613.77","2021-08-03 15:48:38","2021-08-03 15:48:38"
"R-FYGE2XEI","O-DILLL5CU","P-47KA7KOD","C-F2DJNATO","939.76","6","merchant__electronics","830.16","2021-08-03 18:08:54","2021-08-03 18:08:54"
"R-00283FQT","O-6LY0SIAR","P-O18FAMWA","C-G0SZG79B","645.88","9","merchant__electronics","687.58","2021-08-03 18:37:32","2021-08-03 18:37:32"
"R-M706RMK7","O-ZM0F1YE6","P-KQHDH5TV","C-J70ZUI71","42.72","5","merchant__bigboxretailer","290.8","2021-08-03 18:38:27","2021-08-03 18:38:27"
"R-56Q0IVYX","O-QS7P5K4X","P-QUFTVSLH","C-3C9UF9FI","24.55","8","merchant__clothing","22.43","2021-08-04 00:06:26","2021-08-04 00:06:26"
"R-A71TY5G5","O-21CGVP6I","P-64YLUWJT","C-O852EZBI","553.34","5","merchant__bigboxretailer","590.9","2021-08-04 06:36:11","2021-08-04 06:36:11"
"R-8J5CUBPM","O-E4NMZMSG","P-Q1X1RP1Z","C-5GU1C6EV","132.54","2","merchant__electronics","421.63","2021-08-04 09:50:02","2021-08-04 09:50:02"
"R-YDSZF9AK","O-U7H02ZOF","P-47KA7KOD","C-BG3TKM71","21.02","8","merchant__electronics","565.78","2021-08-04 12:50:59","2021-08-04 12:50:59"
"R-ZTNLNDYK","O-II3NA1FS","P-7VP9BGIN","C-PSVHG7WE","219.43","8","merchant__electronics","224.19","2021-08-04 15:27:56","2021-08-04 15:27:56"
"R-21EFZ514","O-I88IDRMU","P-FNZ1A25H","C-R2NXWO2F","143.06","6","merchant__bigboxretailer","278.52","2021-08-04 17:45:32","2021-08-04 17:45:32"
"R-B5ZOOBE8","O-URDUQSI9","P-R08BRST5","C-3VEIGELE","62.44","5","merchant__clothing","607.3","2021-08-04 18:40:36","2021-08-04 18:40:36"
"R-WUBC8HNJ","O-0NFMZZAW","P-SIC3YOWO","C-FEZ1N6FZ","656.93","8","merchant__electronics","575.05","2021-08-04 19:37:22","2021-08-04 19:37:22"
"R-61ZHHQY2","O-DWWDZTMS","P-9IQDJPW2","C-X7BLTYFM","281.21","1","merchant__bigboxretailer","510.68","2021-08-05 00:44:00","2021-08-05 00:44:00"
"R-TQCD7B1E","O-PVMB7DOC","P-RPCRM8LD","C-EL9AU07P","185.97","10","merchant__clothing","350.08","2021-08-05 02:16:53","2021-08-05 02:16:53"
"R-W6WILBLY","O-SFDDLB9X","P-2NLD77B8","C-ANLOUN3B","83.78","7","merchant__clothing","340.0","2021-08-05 12:26:33","2021-08-05 12:26:33"
"R-3JDLR2PX","O-LLSE5BXQ","P-1EQN9HY7","C-HYZ9UABA","31.03","7","merchant__electronics","58.26","2021-08-05 12:28:15","2021-08-05 12:28:15"
"R-RKMU3EJ4","O-7FZ7CY7P","P-4CTM9S8S","C-XM4YA9AH","143.4","10","merchant__electronics","569.12","2021-08-05 12:40:15","2021-08-05 12:40:15"
"R-AA2N331T","O-TS4MOB5R","P-YC1MRRBK","C-C71DLCAN","294.72","10","merchant__electronics","662.92","2021-08-05 12:42:52","2021-08-05 12:42:52"
"R-5HM9UPG2","O-4RPI26BP","P-QUFTVSLH","C-AQII3OR5","304.62","3","merchant__electronics","330.19","2021-08-05 13:39:15","2021-08-05 13:39:15"
"R-KUSLY248","O-BRHWSELK","P-YSRD3RFN","C-Z0JG3OIV","728.83","6","merchant__bigboxretailer","685.38","2021-08-05 16:14:28","2021-08-05 16:14:28"
"R-6CMNMVPW","O-Z6RQNQE4","P-O8QG4R0Q","C-RX6PTNV2","134.37","6","merchant__clothing","195.05","2021-08-05 22:30:21","2021-08-05 22:30:21"
"R-TWA5JE2R","O-E8Z9QH50","P-OS1QPR12","C-9JJKIPFE","36.38","7","merchant__bigboxretailer","124.71","2021-08-06 07:45:14","2021-08-06 07:45:14"
"R-C2G89ZFH","O-URDUQSI9","P-4CTM9S8S","C-3VEIGELE","33.52","5","merchant__clothing","229.87","2021-08-06 09:03:24","2021-08-06 09:03:24"
"R-N4V6GAX9","O-M82TAWJF","P-1EQN9HY7","C-QKDET3X5","275.01","1","merchant__electronics","470.52","2021-08-06 12:35:06","2021-08-06 12:35:06"
"R-1D0FZ49R","O-UIMG5RIB","P-Q61CBJBH","C-62F1DZWA","70.6","5","merchant__electronics","599.36","2021-08-06 12:40:53","2021-08-06 12:40:53"
"R-VZ63YA6A","O-BMQLT8KP","P-64YLUWJT","C-DQLN73WT","601.34","2","merchant__bigboxretailer","521.33","2021-08-06 12:42:58","2021-08-06 12:42:58"
"R-JSWPQTPV","O-BMQLT8KP","P-KQHDH5TV","C-DQLN73WT","131.05","5","merchant__bigboxretailer","170.6","2021-08-06 13:42:01","2021-08-06 13:42:01"
"R-T57PBU17","O-F2GFAJOQ","P-O18FAMWA","C-3LPVU4UN","694.0","8","merchant__electronics","857.11","2021-08-06 18:01:41","2021-08-06 18:01:41"
"R-A8VJT22E","O-HS6AJ9L9","P-B1M0SSDH","C-O5LBBUHS","204.61","1","merchant__electronics","437.72","2021-08-06 18:55:00","2021-08-06 18:55:00"
"R-3KGAI8HP","O-TAGPCP7D","P-L70T91AX","C-NT35GCK2","67.67","2","merchant__clothing","456.6","2021-08-06 21:14:38","2021-08-06 21:14:38"
"R-RHK3S5S3","O-TFRVXV92","P-SIC3YOWO","C-LWEJQ736","15.62","6","merchant__electronics","76.71","2021-08-06 22:45:33","2021-08-06 22:45:33"
