"ORDER_ID","WDF__CLIENT_ID","ORDER_STATUS"
"O-HPUE902G","merchant__electronics","Processed"
"O-CACJ7YA3","merchant__bigboxretailer","In Cart"
"O-2WRDA4W7","merchant__electronics","Processed"
"O-OA62EY1U","merchant__electronics","Processed"
"O-UYAISFQ4","merchant__electronics","Processed"
"O-X1DVTRO1","merchant__bigboxretailer","Processed"
"O-NXV5CYT5","merchant__clothing","Processed"
"O-AQ3IS2TQ","merchant__electronics","Processed"
"O-K019IHZT","merchant__electronics","Processed"
"O-X00FCYL2","merchant__bigboxretailer","Processed"
"O-NRW8EV09","merchant__bigboxretailer","Processed"
"O-G1SATXUS","merchant__electronics","Processed"
"O-8QZRTSOL","merchant__bigboxretailer","Processed"
"O-AXE4BMXW","merchant__electronics","Canceled"
"O-1KTI8234","merchant__bigboxretailer","Processed"
"O-ZNJ3Q3JW","merchant__clothing","Processed"
"O-24OQ0MTV","merchant__clothing","Processed"
"O-IIAKFV82","merchant__clothing","Processed"
"O-95R93M1G","merchant__clothing","Processed"
"O-BWWWM82X","merchant__bigboxretailer","In Cart"
"O-R0JA7P6E","merchant__electronics","Processed"
"O-NZ26J3SQ","merchant__electronics","Processed"
"O-BVK0PFZ2","merchant__bigboxretailer","Processed"
"O-BYLRKCFS","merchant__electronics","Processed"
"O-WAX6MPFM","merchant__electronics","Processed"
"O-D0UI6HZT","merchant__electronics","Processed"
"O-T2MGOCN4","merchant__clothing","Processed"
"O-JWK8BT6S","merchant__bigboxretailer","Processed"
"O-6ANX1GTJ","merchant__clothing","Processed"
"O-PKVTA00W","merchant__bigboxretailer","Processed"
"O-1VT0DWXU","merchant__electronics","Processed"
"O-6N2SK69I","merchant__bigboxretailer","Processed"
"O-QPZI7QJ4","merchant__electronics","Processed"
"O-0HN7SUZE","merchant__electronics","Canceled"
"O-J4HGWBJJ","merchant__electronics","Processed"
"O-RLYVEXX9","merchant__electronics","Processed"
"O-SJRKQ8R4","merchant__bigboxretailer","Processed"
"O-AKQO2FZG","merchant__bigboxretailer","Processed"
"O-EJM9PVBM","merchant__electronics","Processed"
"O-ZZCW09OD","merchant__electronics","Processed"
"O-0RE0JB0R","merchant__bigboxretailer","Processed"
"O-5BEIB8ZG","merchant__bigboxretailer","Processed"
"O-1M35G3E7","merchant__electronics","Processed"
"O-ZLBE4Q9Z","merchant__electronics","Processed"
"O-S9S67WX1","merchant__electronics","Processed"
"O-X5G566AR","merchant__bigboxretailer","Processed"
"O-7BX9CD3C","merchant__bigboxretailer","Processed"
"O-9IFU2VSK","merchant__bigboxretailer","Processed"
"O-TXSG8ZNJ","merchant__bigboxretailer","Processed"
"O-QP346E4K","merchant__electronics","Processed"
"O-R04LVJ12","merchant__electronics","Processed"
"O-N9OCBNFD","merchant__electronics","Processed"
"O-VHDQWSVY","merchant__bigboxretailer","Processed"
"O-92BPUROZ","merchant__electronics","Processed"
"O-45W8Z1WP","merchant__bigboxretailer","Processed"
"O-ZGFYTPWM","merchant__bigboxretailer","Processed"
"O-41HCCXME","merchant__clothing","Processed"
"O-EG16NGGH","merchant__electronics","Processed"
"O-X2YI2RK7","merchant__electronics","Processed"
"O-KUC51KKI","merchant__bigboxretailer","Processed"
"O-BXWM62OK","merchant__electronics","Processed"
"O-CZP3S5Q2","merchant__bigboxretailer","Processed"
"O-QBE0T4A5","merchant__clothing","Processed"
"O-CY6GKAPU","merchant__bigboxretailer","Processed"
"O-LI2T1UEW","merchant__bigboxretailer","Processed"
"O-LDGB63UT","merchant__bigboxretailer","Processed"
"O-565XFAIG","merchant__bigboxretailer","Processed"
"O-RPOD4RUA","merchant__bigboxretailer","Processed"
"O-F6Q9IY5D","merchant__bigboxretailer","Processed"
"O-G9IK9KWS","merchant__clothing","Processed"
"O-NWXMOJVK","merchant__electronics","Processed"
"O-X1D2ICP5","merchant__electronics","Processed"
"O-2DM2Q1CN","merchant__clothing","Processed"
"O-T2R3BIIM","merchant__bigboxretailer","Processed"
"O-88GNHSVS","merchant__electronics","Processed"
"O-XM4JGK18","merchant__electronics","Processed"
"O-1EUGSF0A","merchant__bigboxretailer","Processed"
"O-K5ADD5OB","merchant__clothing","Processed"
"O-UKYATMR5","merchant__bigboxretailer","Processed"
"O-5I8V1YFM","merchant__bigboxretailer","Processed"
"O-AD83WND0","merchant__bigboxretailer","Processed"
"O-ZVEMBTGF","merchant__bigboxretailer","In Cart"
"O-DPQZOC67","merchant__electronics","Processed"
"O-MD1I1LIG","merchant__electronics","Processed"
"O-BUI56A89","merchant__bigboxretailer","Processed"
"O-TN94N21N","merchant__clothing","Canceled"
"O-ENYT0QID","merchant__bigboxretailer","Processed"
"O-XAALAGSI","merchant__electronics","Processed"
"O-6DPSFNPI","merchant__electronics","Processed"
"O-KER02BYU","merchant__bigboxretailer","Processed"
"O-TJ2VGH40","merchant__bigboxretailer","Processed"
"O-DKYEU2CA","merchant__bigboxretailer","Processed"
"O-M46ZWCB6","merchant__bigboxretailer","Processed"
"O-P55CCWZ1","merchant__bigboxretailer","Processed"
"O-K86NMTY8","merchant__electronics","In Cart"
"O-MD61WS9G","merchant__clothing","Processed"
"O-TO3Q6SX6","merchant__clothing","Processed"
"O-3MVG33TP","merchant__clothing","In Cart"
"O-6FTM8ZXH","merchant__electronics","Canceled"
"O-IRC783HN","merchant__bigboxretailer","Processed"
"O-T3U6GFD9","merchant__electronics","Processed"
"O-AALLPDZT","merchant__clothing","Processed"
"O-6865WKFE","merchant__clothing","Processed"
"O-ELPE4T9G","merchant__bigboxretailer","Canceled"
"O-63DHHRQO","merchant__clothing","Processed"
"O-MV4EEM5M","merchant__electronics","Processed"
"O-8Z66PF9N","merchant__electronics","Processed"
"O-FI9SBF47","merchant__electronics","Processed"
"O-9AOWK31U","merchant__clothing","Processed"
"O-96G2WLTC","merchant__electronics","Processed"
"O-V2W1VHS9","merchant__electronics","Processed"
"O-1UT2OTO3","merchant__bigboxretailer","Processed"
"O-7VVEVUSD","merchant__clothing","Processed"
"O-61K4OCX8","merchant__electronics","Processed"
"O-F6GR5H3R","merchant__electronics","Processed"
"O-883NN3L2","merchant__electronics","Processed"
"O-FJCWOGWP","merchant__bigboxretailer","Processed"
"O-IYF3AN7S","merchant__electronics","Processed"
"O-PN1WLDVB","merchant__electronics","Processed"
"O-Z6E81PV1","merchant__electronics","Processed"
"O-Y7OMTU8F","merchant__electronics","Processed"
"O-CUS3N2OU","merchant__electronics","Processed"
"O-6VNNPAS3","merchant__clothing","Processed"
"O-GPUZ1OSZ","merchant__electronics","Processed"
"O-G4DR2EBK","merchant__bigboxretailer","Processed"
"O-4M11MWM6","merchant__electronics","Processed"
"O-7AM94D6R","merchant__bigboxretailer","Processed"
"O-B58O3CT6","merchant__clothing","Processed"
"O-D0XYA7QK","merchant__bigboxretailer","In Cart"
"O-9TEGQ1YF","merchant__electronics","Processed"
"O-G76E62TU","merchant__electronics","Canceled"
"O-83Z9Q2SQ","merchant__electronics","Canceled"
"O-BO8IFC8K","merchant__clothing","Processed"
"O-9N0HBZ5Y","merchant__electronics","Processed"
"O-7GJ1GKDQ","merchant__electronics","Processed"
"O-7TUTIFQN","merchant__electronics","Processed"
"O-TS9G18TH","merchant__clothing","Processed"
"O-S59H6UGX","merchant__electronics","In Cart"
"O-WJ9MV3RM","merchant__electronics","Processed"
"O-UJK2P50J","merchant__electronics","Processed"
"O-U9D82E74","merchant__electronics","Processed"
"O-E1XHZHB2","merchant__clothing","Processed"
"O-QZJAJOQ4","merchant__electronics","Processed"
"O-XRSXS0HO","merchant__clothing","Processed"
"O-6HIN3AP6","merchant__clothing","Processed"
"O-FO9334DI","merchant__bigboxretailer","Processed"
"O-X6A1DO39","merchant__bigboxretailer","Processed"
"O-QW5WLZX6","merchant__clothing","Processed"
"O-PR8O5GFT","merchant__bigboxretailer","Processed"
"O-0E15AHBF","merchant__electronics","Processed"
"O-Z5PLQXXK","merchant__electronics","Processed"
"O-IU9R9RZ5","merchant__clothing","Processed"
"O-WNQH92QJ","merchant__clothing","Processed"
"O-NP0NGYQR","merchant__electronics","Processed"
"O-I13WU4B0","merchant__bigboxretailer","Processed"
"O-4DIK3GI1","merchant__bigboxretailer","Processed"
"O-99ME6VNN","merchant__clothing","Processed"
"O-7F5A6FCM","merchant__bigboxretailer","Processed"
"O-5ZGVK8CG","merchant__electronics","Processed"
"O-I3E9VN21","merchant__electronics","Processed"
"O-UT2G800W","merchant__bigboxretailer","Processed"
"O-KLARX6FT","merchant__electronics","Processed"
"O-JJZ2S2IO","merchant__electronics","Processed"
"O-B2ACQ5DC","merchant__electronics","Canceled"
"O-MUDXZ9W9","merchant__clothing","Processed"
"O-DF7Y8YZX","merchant__electronics","Processed"
"O-BSYJ0QVO","merchant__bigboxretailer","Processed"
"O-P2TAN84J","merchant__electronics","Processed"
"O-HIJBFEIP","merchant__electronics","Processed"
"O-4C1U1G94","merchant__electronics","Processed"
"O-7GHTLC6N","merchant__bigboxretailer","Processed"
"O-3YLUQJ75","merchant__clothing","Processed"
"O-B7PJ0YB6","merchant__electronics","Processed"
"O-V6IXLW3I","merchant__clothing","Processed"
"O-I4WO63YZ","merchant__electronics","Processed"
"O-DCQSA7FN","merchant__electronics","In Cart"
"O-FC2M15TM","merchant__electronics","Processed"
"O-SNL2S6EJ","merchant__clothing","Processed"
"O-1XR651NF","merchant__electronics","Processed"
"O-R4ZNJGHB","merchant__clothing","Processed"
"O-XZVEJDEO","merchant__electronics","Processed"
"O-RWSMXRRW","merchant__electronics","Processed"
"O-XSPSEPMQ","merchant__electronics","Processed"
"O-LYU1TNPU","merchant__electronics","Processed"
"O-IJOW0YR6","merchant__clothing","Processed"
"O-PVKXS138","merchant__clothing","Processed"
"O-CJV8IQEB","merchant__clothing","Processed"
"O-H07RKAX5","merchant__electronics","Processed"
"O-XBIYUVRQ","merchant__electronics","Processed"
"O-R1SPK845","merchant__clothing","Processed"
"O-NNGWSP5K","merchant__clothing","Processed"
"O-GAADGI9O","merchant__clothing","Processed"
"O-Q3QMD5FI","merchant__clothing","Processed"
"O-0O2AMJ2K","merchant__clothing","Processed"
"O-MH0CEYME","merchant__bigboxretailer","Canceled"
"O-S33Y7P20","merchant__clothing","In Cart"
"O-MM55JCW2","merchant__bigboxretailer","Processed"
"O-CZSL997M","merchant__clothing","Processed"
"O-VJD5RJ97","merchant__electronics","Processed"
"O-GEJ9QDGL","merchant__clothing","Processed"
"O-CRT6NBT3","merchant__clothing","Canceled"
"O-X5W0FE7S","merchant__electronics","Processed"
"O-LVPGV0T7","merchant__clothing","Processed"
"O-7B4IX3HD","merchant__electronics","Processed"
"O-TSUPHTJX","merchant__clothing","Processed"
"O-FYGY0TXC","merchant__electronics","Processed"
"O-0RV9R3YH","merchant__electronics","Processed"
"O-TP0WAYI7","merchant__electronics","Processed"
"O-VA5GGI6N","merchant__clothing","Processed"
"O-MWXD30OO","merchant__electronics","Processed"
"O-P0WISWA5","merchant__electronics","Processed"
"O-C8VD1QH3","merchant__clothing","Processed"
"O-A6CAKRZ4","merchant__bigboxretailer","Processed"
"O-Y04FZ3O8","merchant__clothing","Processed"
"O-BYS9M6W0","merchant__electronics","Processed"
"O-6EHR1ZRH","merchant__clothing","Processed"
"O-OMQLYTIY","merchant__electronics","Processed"
"O-7XBRKKLH","merchant__clothing","Processed"
"O-LYXNE226","merchant__electronics","Processed"
"O-UK27Q13T","merchant__clothing","Processed"
"O-VVS6W71U","merchant__bigboxretailer","Processed"
"O-JMIO1SL0","merchant__electronics","Processed"
"O-7IUDZXL3","merchant__bigboxretailer","Processed"
"O-33JS8YNX","merchant__bigboxretailer","Processed"
"O-VCVF2NV8","merchant__electronics","Processed"
"O-1AL4CVO4","merchant__electronics","Processed"
"O-C6N9VAKP","merchant__clothing","Processed"
"O-IDQHKK2B","merchant__bigboxretailer","Processed"
"O-CFQ4AODV","merchant__bigboxretailer","Processed"
"O-8ARERKZW","merchant__bigboxretailer","Processed"
"O-GSY4D77A","merchant__bigboxretailer","Processed"
"O-KGWAYDT9","merchant__bigboxretailer","Processed"
"O-Q94JL5OW","merchant__electronics","Processed"
"O-P3WIKCSL","merchant__electronics","Processed"
"O-T1WQE2EE","merchant__electronics","Processed"
"O-KIOW0XBV","merchant__clothing","Processed"
"O-9AEDHTOZ","merchant__bigboxretailer","Processed"
"O-4ESNJQFJ","merchant__bigboxretailer","Processed"
"O-RBOU3YD5","merchant__bigboxretailer","Processed"
"O-JW9D78L0","merchant__electronics","Processed"
"O-OAKTBHAQ","merchant__electronics","Processed"
"O-7TYCF6NO","merchant__bigboxretailer","Processed"
"O-MHMBXR77","merchant__electronics","Processed"
"O-VN7P68ZF","merchant__bigboxretailer","Processed"
"O-R7RSF8UZ","merchant__bigboxretailer","Processed"
"O-N4B2J0A4","merchant__bigboxretailer","In Cart"
"O-097UDKP9","merchant__bigboxretailer","Canceled"
"O-HXC2D5H2","merchant__clothing","Canceled"
"O-S2IM4OEY","merchant__bigboxretailer","Processed"
"O-4JJC84GP","merchant__clothing","In Cart"
"O-6ON7UOW8","merchant__bigboxretailer","Processed"
"O-RV4UPVBY","merchant__bigboxretailer","Processed"
"O-KKHAGWL3","merchant__bigboxretailer","Processed"
"O-758VSXH4","merchant__electronics","In Cart"
"O-H4048FFI","merchant__clothing","Processed"
"O-VU5D6XSY","merchant__bigboxretailer","Processed"
"O-L7C2OCNQ","merchant__bigboxretailer","Processed"
"O-WSTL7PLP","merchant__electronics","Processed"
"O-37Q8QKUO","merchant__electronics","Canceled"
"O-MZZ1R3IJ","merchant__bigboxretailer","Processed"
"O-AQHHZ7LZ","merchant__electronics","Processed"
"O-FNSX5ZUF","merchant__electronics","Processed"
"O-R7O4IDC9","merchant__clothing","Processed"
"O-YCIQ5SBV","merchant__electronics","Processed"
"O-626Z2PPF","merchant__clothing","Processed"
"O-4LEOX66V","merchant__bigboxretailer","Processed"
"O-BHDRFLIB","merchant__clothing","Processed"
"O-W6QR7S4F","merchant__bigboxretailer","Processed"
"O-W7QHE2ZO","merchant__bigboxretailer","Processed"
"O-ZGOU5WIT","merchant__bigboxretailer","In Cart"
"O-WD7QRHN2","merchant__clothing","Processed"
"O-PJV87MIK","merchant__electronics","Processed"
"O-EEOTY0QJ","merchant__electronics","Processed"
"O-NKGDQ32N","merchant__electronics","Processed"
"O-JG2WW1SU","merchant__bigboxretailer","Processed"
"O-SPCD8M4P","merchant__bigboxretailer","Processed"
"O-8WGD0HQU","merchant__bigboxretailer","Processed"
"O-KRHM8PQJ","merchant__bigboxretailer","Processed"
"O-S65ZM322","merchant__bigboxretailer","Processed"
"O-UOJQUBCA","merchant__bigboxretailer","Processed"
"O-U24JS04A","merchant__clothing","Processed"
"O-DMLHKXR9","merchant__electronics","Processed"
"O-OJZZ6EVE","merchant__electronics","Processed"
"O-UD3RMYEF","merchant__electronics","Processed"
"O-JKHN7EOO","merchant__electronics","Processed"
"O-4Y7XBOBC","merchant__electronics","Processed"
"O-SHIQHXV0","merchant__bigboxretailer","Processed"
"O-4ZSJ69TN","merchant__electronics","Canceled"
"O-KGGLURW8","merchant__electronics","Processed"
"O-BCZOSVUA","merchant__electronics","Processed"
"O-ZDWSCC3U","merchant__bigboxretailer","Processed"
"O-5UR1UEY0","merchant__electronics","In Cart"
"O-JZ6QVBXT","merchant__electronics","Processed"
"O-8W3ZAAGJ","merchant__electronics","Processed"
"O-URZ3CZCK","merchant__electronics","Processed"
"O-OHMSQ9RS","merchant__clothing","Processed"
"O-6VUN691C","merchant__electronics","Processed"
"O-9U1BDD10","merchant__bigboxretailer","Processed"
"O-RBMUIAT6","merchant__electronics","Processed"
"O-7J4CILPE","merchant__electronics","Processed"
"O-744XGOJ8","merchant__electronics","Processed"
"O-KTTEXNB0","merchant__bigboxretailer","Processed"
"O-ABEFYYRN","merchant__clothing","Processed"
"O-8FSZDHMM","merchant__electronics","In Cart"
"O-B8RQ950H","merchant__electronics","Processed"
"O-D0IJ3PGH","merchant__clothing","Processed"
"O-0BR15YY9","merchant__electronics","Processed"
"O-VOZDFSER","merchant__electronics","Processed"
"O-2NZU9LOS","merchant__electronics","Processed"
"O-Z1AEJ8FV","merchant__electronics","Processed"
"O-CYJONFOU","merchant__electronics","Processed"
"O-2ZMIAUT9","merchant__electronics","Processed"
"O-N0HNVB8Y","merchant__clothing","Processed"
"O-ZYE1YUF5","merchant__bigboxretailer","Canceled"
"O-VRG21N37","merchant__electronics","Processed"
"O-7TNEOBB6","merchant__clothing","Processed"
"O-7E6ASNS3","merchant__electronics","Processed"
"O-SJOLXGGD","merchant__electronics","Processed"
"O-60WOZM3Q","merchant__electronics","Processed"
"O-WATGJLJ8","merchant__bigboxretailer","Processed"
"O-9NNFH3SE","merchant__clothing","Processed"
"O-G2AXRGIS","merchant__electronics","Processed"
"O-LR1QHF44","merchant__electronics","In Cart"
"O-FGHKTGQ7","merchant__bigboxretailer","Processed"
"O-BZ8I7O46","merchant__electronics","Processed"
"O-SFNXYUK1","merchant__electronics","Processed"
"O-L85Y1ZU4","merchant__electronics","Processed"
"O-8IX4NBQ6","merchant__bigboxretailer","Processed"
"O-JAY33BC6","merchant__electronics","Processed"
"O-Q2HH0YZE","merchant__electronics","Processed"
"O-OAHFAC98","merchant__electronics","Processed"
"O-57A3Q8QR","merchant__electronics","Processed"
"O-T1SA55MM","merchant__bigboxretailer","Processed"
"O-L4G8UD2H","merchant__bigboxretailer","Processed"
"O-QE61I2B6","merchant__electronics","Processed"
"O-68HU4Z4Z","merchant__clothing","Processed"
"O-DVSN41Y1","merchant__clothing","Processed"
"O-6KQARYHM","merchant__electronics","Processed"
"O-S6LKFTJU","merchant__electronics","Canceled"
"O-7KPDSQLM","merchant__electronics","Processed"
"O-2X5CSCSR","merchant__electronics","Canceled"
"O-TSUWOBNX","merchant__clothing","Processed"
"O-SW7JQSWU","merchant__electronics","Processed"
"O-31A47RVU","merchant__electronics","Processed"
"O-K2ABO1NC","merchant__electronics","Processed"
"O-2GPK1FFS","merchant__electronics","Processed"
"O-8MODFIC3","merchant__electronics","Processed"
"O-0245Q0DO","merchant__electronics","Processed"
"O-Y2JFWHTC","merchant__bigboxretailer","Processed"
"O-NRVLFYWQ","merchant__clothing","Processed"
"O-D5ZGIX20","merchant__electronics","Processed"
"O-H57CREBQ","merchant__bigboxretailer","Processed"
"O-0C4OX25H","merchant__bigboxretailer","Processed"
"O-4WP1OHXS","merchant__bigboxretailer","Processed"
"O-JTXW3QU1","merchant__electronics","Processed"
"O-WD5ONNO9","merchant__electronics","Processed"
"O-ZGHW5OHX","merchant__bigboxretailer","Processed"
"O-W0XFA1H3","merchant__bigboxretailer","Processed"
"O-IM7D9EXH","merchant__bigboxretailer","Processed"
"O-49XHMDKY","merchant__bigboxretailer","Processed"
"O-RHS0JX86","merchant__electronics","Processed"
"O-UUSTZ0JD","merchant__bigboxretailer","Processed"
"O-KZPLKBH8","merchant__electronics","Processed"
"O-IBVD82NJ","merchant__bigboxretailer","Processed"
"O-00SYVORL","merchant__bigboxretailer","Processed"
"O-M6ZKZNC7","merchant__bigboxretailer","Processed"
"O-TV8PXK1K","merchant__electronics","Processed"
"O-TLGFH6AY","merchant__bigboxretailer","Processed"
"O-GU936IKL","merchant__electronics","Processed"
"O-ZDS1P2I9","merchant__electronics","Processed"
"O-CZZDCOLW","merchant__bigboxretailer","Processed"
"O-JN9Z4J06","merchant__clothing","Processed"
"O-NESUO6QC","merchant__bigboxretailer","Processed"
"O-ILGTWDG1","merchant__electronics","Processed"
"O-EEK414CZ","merchant__clothing","Processed"
"O-BBPL6NAM","merchant__clothing","In Cart"
"O-84YU5DBJ","merchant__electronics","Processed"
"O-203NK6HB","merchant__bigboxretailer","Processed"
"O-IOEB0EZX","merchant__bigboxretailer","Processed"
"O-QJ5LS0ZL","merchant__bigboxretailer","Processed"
"O-C7BDKL8K","merchant__electronics","Processed"
"O-LM6O3KAH","merchant__bigboxretailer","Processed"
"O-TF0XKQJC","merchant__bigboxretailer","Processed"
"O-WNSHXV4Q","merchant__electronics","In Cart"
"O-U59XM0CK","merchant__clothing","Processed"
"O-3RTYXEC1","merchant__bigboxretailer","Processed"
"O-8QOZTDW1","merchant__bigboxretailer","Processed"
"O-D50GH0FV","merchant__electronics","Processed"
"O-ZA8SISOD","merchant__electronics","Processed"
"O-S26CQ8GT","merchant__bigboxretailer","Processed"
"O-XAFG59OL","merchant__bigboxretailer","Processed"
"O-C5ZXEZZ8","merchant__electronics","Processed"
"O-8Z97WAL3","merchant__bigboxretailer","Processed"
"O-OYUD0GBC","merchant__clothing","Processed"
"O-B0PG2DSC","merchant__electronics","Processed"
"O-MN78RWYD","merchant__clothing","Processed"
"O-H333UJ45","merchant__bigboxretailer","In Cart"
"O-YGESSIAA","merchant__bigboxretailer","Processed"
"O-HPLA7JJM","merchant__electronics","Processed"
"O-C7ZB4ZKK","merchant__bigboxretailer","Processed"
"O-8J8T5BA6","merchant__clothing","Processed"
"O-4TL4RF7N","merchant__electronics","Canceled"
"O-GI9LX2X4","merchant__bigboxretailer","Processed"
"O-SJL4IULM","merchant__bigboxretailer","Processed"
"O-QJBNHZ6J","merchant__clothing","Processed"
"O-IPTO8GF8","merchant__bigboxretailer","Processed"
"O-A204DT46","merchant__bigboxretailer","Processed"
"O-M059BWU7","merchant__clothing","Processed"
"O-CKDBJV56","merchant__clothing","Processed"
"O-5F36K710","merchant__clothing","Processed"
"O-3050ZJY2","merchant__electronics","Processed"
"O-PERGQ87S","merchant__clothing","Canceled"
"O-1CEPYRUD","merchant__electronics","Processed"
"O-CKRO61WA","merchant__bigboxretailer","Canceled"
"O-ATQ9EBBD","merchant__electronics","Processed"
"O-FEG5CN6K","merchant__bigboxretailer","Processed"
"O-P3DVVCC1","merchant__electronics","Processed"
"O-5M8TQKNR","merchant__clothing","Processed"
"O-Z4OAXB7L","merchant__electronics","Processed"
"O-LBLGA8W2","merchant__clothing","Processed"
"O-IOQJAKWM","merchant__bigboxretailer","Processed"
"O-XT65D818","merchant__electronics","Processed"
"O-7GGSM3WE","merchant__bigboxretailer","Processed"
"O-WBJJGIGY","merchant__bigboxretailer","In Cart"
"O-MBH8OGP5","merchant__electronics","Processed"
"O-4BGTED9H","merchant__electronics","Processed"
"O-20TPLDI6","merchant__electronics","Processed"
"O-7E52YFXV","merchant__bigboxretailer","Processed"
"O-IC1N8I5I","merchant__electronics","Processed"
"O-ZCUXKUF3","merchant__bigboxretailer","Processed"
"O-9892HRBT","merchant__bigboxretailer","Processed"
"O-CSNFKT1R","merchant__electronics","Canceled"
"O-E0SIHDW7","merchant__bigboxretailer","Processed"
"O-XZR9SXVZ","merchant__clothing","Processed"
"O-UGWMWQU3","merchant__bigboxretailer","Processed"
"O-T1ZHETUW","merchant__clothing","Processed"
"O-58UC65NQ","merchant__bigboxretailer","Processed"
"O-1R3PQDIU","merchant__bigboxretailer","Processed"
"O-YGIR50RD","merchant__electronics","Processed"
"O-HURPF3MG","merchant__clothing","Processed"
"O-H4SMR6F0","merchant__electronics","Processed"
"O-UEXHQ5PB","merchant__bigboxretailer","Processed"
"O-5P8QIWJF","merchant__electronics","Processed"
"O-DRJEZPV6","merchant__bigboxretailer","Processed"
"O-6YQ2YG6L","merchant__bigboxretailer","Processed"
"O-7MA27H47","merchant__electronics","Processed"
"O-9KFQ2NKO","merchant__bigboxretailer","Processed"
"O-NE2L66F2","merchant__electronics","In Cart"
"O-SYYF0M62","merchant__electronics","Processed"
"O-G7ESFB31","merchant__clothing","Processed"
"O-7B322KKZ","merchant__electronics","Processed"
"O-EH18VLW2","merchant__bigboxretailer","Processed"
"O-9X6EPOCB","merchant__bigboxretailer","Processed"
"O-E05SADK8","merchant__bigboxretailer","Processed"
"O-XMBD7AVA","merchant__electronics","Processed"
"O-TC9UQET1","merchant__electronics","Processed"
"O-1C5I1LZD","merchant__bigboxretailer","Processed"
"O-3B3XVOVO","merchant__bigboxretailer","In Cart"
"O-MB5TQZTR","merchant__bigboxretailer","Processed"
"O-29HPFCKV","merchant__bigboxretailer","Processed"
"O-GR8USTW4","merchant__bigboxretailer","Processed"
"O-60V4ZN8J","merchant__clothing","Processed"
"O-J3U3B5NF","merchant__electronics","Processed"
"O-7P3NDRI0","merchant__electronics","Processed"
"O-Y7P25W3K","merchant__clothing","Processed"
"O-ONX2OCR0","merchant__clothing","Processed"
"O-Q4C2A9LR","merchant__clothing","In Cart"
"O-HU8U440S","merchant__electronics","Processed"
"O-SFA66M5Y","merchant__bigboxretailer","Processed"
"O-55Z731OP","merchant__bigboxretailer","Processed"
"O-6TN9G5KF","merchant__clothing","Processed"
"O-V1UN0I5I","merchant__clothing","Processed"
"O-DCRHTHDS","merchant__bigboxretailer","Canceled"
"O-M2XYKSZY","merchant__clothing","Processed"
"O-H14LNZ75","merchant__electronics","Processed"
"O-4KQPXLL2","merchant__bigboxretailer","In Cart"
"O-YSBMAXZ5","merchant__bigboxretailer","Processed"
"O-GSQRYIR1","merchant__electronics","Processed"
"O-D07VAZMF","merchant__clothing","Processed"
"O-ZCMTDB6V","merchant__clothing","Processed"
"O-GMGFCSNN","merchant__bigboxretailer","Processed"
"O-0J6ST4LC","merchant__bigboxretailer","Processed"
"O-CG27LJDP","merchant__clothing","Processed"
"O-40BKYKTX","merchant__bigboxretailer","Processed"
"O-B6SXPCYU","merchant__bigboxretailer","Processed"
"O-L9HUHTH4","merchant__bigboxretailer","Processed"
"O-6CM6ARX4","merchant__bigboxretailer","Processed"
"O-E4PV4687","merchant__electronics","Processed"
"O-E7ZE9BPN","merchant__bigboxretailer","Processed"
"O-HDEWZVTL","merchant__bigboxretailer","Canceled"
"O-CL62R8BO","merchant__clothing","Processed"
"O-W1L4VJS9","merchant__bigboxretailer","Processed"
"O-TZYUGL11","merchant__electronics","Processed"
"O-SXYIBZME","merchant__bigboxretailer","Processed"
"O-AI8205BO","merchant__bigboxretailer","Processed"
"O-Z1M9P6ZU","merchant__clothing","Processed"
"O-4C3JBPYZ","merchant__electronics","Processed"
"O-OT5AO9S6","merchant__bigboxretailer","Processed"
"O-YK39Y9OO","merchant__electronics","Processed"
"O-OOQJRKCI","merchant__electronics","Processed"
"O-O46U608W","merchant__bigboxretailer","Processed"
"O-QNSWSW6N","merchant__electronics","Processed"
"O-KD1DW790","merchant__clothing","Processed"
"O-JAVLPU12","merchant__electronics","Processed"
"O-J28J9KFG","merchant__electronics","Canceled"
"O-2FKAK2KD","merchant__bigboxretailer","Processed"
"O-2Y5VRN9A","merchant__clothing","Processed"
"O-7O4K0O26","merchant__clothing","Processed"
"O-8M4LDAD5","merchant__electronics","Canceled"
"O-TA6L153G","merchant__bigboxretailer","Processed"
"O-V5HFA84V","merchant__bigboxretailer","Processed"
"O-5WW4LGX6","merchant__electronics","Processed"
"O-6KWQY9K3","merchant__bigboxretailer","Processed"
"O-YBISU58I","merchant__electronics","Processed"
"O-SV9RVFYV","merchant__clothing","Processed"
"O-6WV2SKT4","merchant__electronics","Processed"
"O-KY2BAXM5","merchant__electronics","Processed"
"O-GPFWSLJ1","merchant__electronics","Processed"
"O-8WZNGX5J","merchant__electronics","Processed"
"O-ZTP6IHWW","merchant__electronics","Processed"
"O-F5TNUK22","merchant__bigboxretailer","Processed"
"O-RNALJ9CK","merchant__electronics","Processed"
"O-1Y5J7DH1","merchant__electronics","Processed"
"O-47VETWDW","merchant__electronics","Processed"
"O-E0SLIDUR","merchant__bigboxretailer","Processed"
"O-QRF8V2AF","merchant__clothing","Processed"
"O-G2WVITSA","merchant__bigboxretailer","Processed"
"O-50883D86","merchant__clothing","In Cart"
"O-VEY5CZA9","merchant__bigboxretailer","Processed"
"O-JCWTO3C3","merchant__bigboxretailer","Processed"
"O-2BTKL5KO","merchant__electronics","Processed"
